itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0503964833915234,-0.0076471902430057,0.0436091646552086,0.0552894696593285,-0.0421645827591419,-0.0055760783143341,-0.059954971075058,0.0076908241026103,0.0251330155879259,-0.030048381537199"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.0138262966647744,-0.0001828477688832,0.069219708442688,0.139312252402306,-0.0139773190021515,-0.0106006180867553,0.0217409655451775,0.118485301733017,0.0421623215079308,-0.0224508009850979"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0212363880127668,-0.0384722463786602,0.0151803661137819,0.0599055662751198,-0.0720389634370804,-0.0110502801835537,-0.127308249473572,0.0032738228328526,-0.110734492540359,-0.0076800496317446"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.197091862559319,-0.0955843850970268,0.0526813603937626,0.27037900686264,-0.0316118001937866,0.168822228908539,0.159800842404366,0.0409555993974209,-0.0782463327050209,0.0402203314006329"
3238,Eye of the Beholder (1999),Thriller,"-0.0210051797330379,-0.0627817511558533,0.0582022443413734,0.0946467518806458,-0.040445514023304,-0.0359212048351765,-0.0733179748058319,-0.0163028929382563,0.0140465972945094,-0.0096064750105142"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.119276367127895,-0.0861610174179077,0.039767861366272,0.172976031899452,-0.0287642478942871,0.0201882272958755,0.104404844343662,0.110516920685768,0.101382113993168,-0.0652236565947533"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.0322297550737858,-0.102165512740612,-0.198377072811127,-0.0023074853233993,-0.060343224555254,-0.10396309196949,0.0365996584296227,0.109422914683819,-0.0552076585590839,-0.0728873237967491"
87413,Bernie (1996),Comedy|Drama,"0.0467436388134956,-0.0108592296019197,0.0962160751223564,-0.018724525347352,-0.0672138631343842,-0.0369080640375614,-0.0853628590703011,0.0255952626466751,0.0650089010596275,-0.0265024676918983"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.0497187003493309,0.0848927274346352,-0.059005506336689,-0.0192711129784584,0.104939959943295,-0.116427898406982,-0.0915084332227707,0.0056261010468006,0.0134654948487878,0.0131185548380017"
237,Forget Paris (1995),Comedy|Romance,"-0.0343807227909565,-0.0255878288298845,-0.0130856381729245,0.10070439428091,-0.0219629742205143,-0.0518220327794552,0.0143835758790374,-0.0014951698249205,0.111688204109669,-0.0038668280467391"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"0.0674769058823586,0.0561275258660316,0.0323334001004696,0.0725386291742325,-0.044854074716568,0.0321631208062172,0.0815834403038025,0.128039136528969,-0.0163083020597696,-0.0298846438527107"
786,Eraser (1996),Action|Drama|Thriller,"-0.0098084472119808,-0.108561992645264,-0.102253645658493,0.0421423390507698,-0.0470645688474178,-0.0455394983291626,0.0514422170817852,0.0351799316704273,-0.0047080884687602,-0.0279993917793036"
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"0.0272351410239935,-0.134430274367332,-0.0232217069715261,0.0358061455190182,0.0659360289573669,0.0696236714720726,-0.0316696725785732,-0.110509164631367,0.0185551717877388,-0.0315820425748825"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,"-0.047888558357954,-0.0446944423019886,-0.0353410355746746,0.0624500513076782,-0.0850248783826828,-0.0037841210141778,-0.0823781862854958,-0.0129956128075719,0.030387794598937,0.0526999421417713"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"0.10003275424242,-0.0208815410733223,-0.0845554172992706,0.0678060725331306,-0.0502226427197456,-0.120971471071243,-0.101380109786987,0.0914410799741745,0.0356961786746979,-0.0367568917572498"
3675,White Christmas (1954),Comedy|Musical|Romance,"-0.34650120139122,0.191289961338043,-0.123861066997051,-0.174099281430244,0.161644533276558,0.0391343683004379,-0.114485040307045,0.0769591182470322,-0.0355884581804276,0.167658463120461"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"-0.0263632461428642,0.0626828670501709,0.0645518079400063,0.118154063820839,0.0583625063300133,-0.0121750775724649,0.0705363154411316,0.087819829583168,0.0304192882031202,-0.0204730033874512"
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,"-0.0152877392247319,0.061248566955328,-0.0330554619431496,0.129020422697067,-0.0612647049129009,0.0030200227629393,0.0772887095808983,0.0620184540748596,0.0673106759786606,0.0081551475450396"
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,"-0.125891581177711,0.0107810609042645,-0.0653462707996368,0.216134995222092,-0.0784309357404709,0.101702980697155,0.0386378429830074,0.0599856488406658,-0.191032499074936,0.0828376859426498"
81845,"King's Speech, The (2010)",Drama,"-0.0311563443392515,-0.0005223971093073,-0.0510972328484058,-0.0143341794610023,0.0426395609974861,-0.0519071258604527,0.0153471808880568,0.0226052924990654,0.03410305082798,0.131834909319878"
3801,Anatomy of a Murder (1959),Drama|Mystery,"-0.108404539525509,0.134143948554993,0.0320202298462391,0.0067122289910912,0.0841725468635559,0.0072963847778737,-0.0564500652253628,0.0125701269134879,0.0773641616106033,-0.0039965566247701"
4239,Blow (2001),Crime|Drama,"-0.0727872997522354,-0.0444554314017296,0.0602029226720333,0.134311124682426,-0.0031870987731963,-0.0336154587566853,0.0105535080656409,0.0542355626821518,-0.0408814176917076,-0.0025465765502303"
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,"0.0121024735271931,-0.0983980000019073,-0.0915439277887344,-0.165673926472664,-0.0679037794470787,-0.0997918546199799,0.0444905459880829,-0.0363038778305054,-0.0332615524530411,-0.0332015566527843"
728,Cold Comfort Farm (1995),Comedy,"-0.194625347852707,-0.0596728585660458,0.222943782806396,0.243459805846214,0.0059561734087765,0.228346958756447,0.239163056015968,0.050188347697258,-0.0313572660088539,0.235991835594177"
2091,Return from Witch Mountain (1978),Children|Sci-Fi,"-0.157292664051056,0.0439683943986893,-0.0179861802607775,0.0632251501083374,0.0605116710066795,-0.0910077542066574,0.0208791699260473,-0.0702740848064423,0.0982578098773956,0.183334320783615"
1676,Starship Troopers (1997),Action|Sci-Fi,"0.0551131591200829,0.0313539877533913,-0.0170061364769936,-0.041254997253418,-0.109633162617683,-0.0422711484134197,-0.0071777086704969,0.0996773242950439,0.0452348329126835,-0.0164663754403591"
92509,"Vow, The (2012)",Drama|Romance,"-0.0685769245028496,-0.118612378835678,-0.0152032375335693,0.0203701984137297,-0.039429884403944,-0.118654705584049,0.0797500312328339,-0.113467015326023,0.0226013474166393,0.0308372043073177"
5527,Possession (2002),Drama|Romance,"0.0692966431379318,-0.0134479217231274,-0.19092757999897,-0.0128883672878146,-0.108397357165813,-0.167551293969154,-0.024908946827054,-0.0554933696985245,0.0646625310182571,-0.0020048280712217"
2282,Pecker (1998),Comedy|Drama,"0.0711227506399155,-0.0506466180086136,0.0360169671475887,0.139277935028076,0.0066444096155464,0.0014400308718904,0.082254983484745,0.0735871866345406,-0.0283657852560282,-0.0418852679431438"
117590,Horrible Bosses 2 (2014),Comedy|Crime,"0.0662767887115479,-0.0564761459827423,0.105676963925362,0.177663654088974,-0.0667607635259628,0.111313976347446,-0.0313741266727448,-0.0110614644363523,0.0278386641293764,-0.037335991859436"
3468,"Hustler, The (1961)",Drama,"0.0156290177255869,0.0198632441461086,0.0630410015583038,0.0409004539251328,-0.104001484811306,0.0740401819348335,-0.127900376915932,0.034022368490696,-0.0804875046014786,-0.0746833980083466"
2353,Enemy of the State (1998),Action|Thriller,"0.168399184942245,-0.0710626691579819,0.0573616810142994,-0.0365732051432133,-0.0098120234906673,-0.0765724554657936,-0.0405158959329128,0.0003791601047851,0.115199767053127,-0.13251681625843"
235,Ed Wood (1994),Comedy|Drama,"-0.0632348880171776,-0.0260275918990374,0.0676127895712852,0.159707948565483,-0.0884479060769081,0.0572438761591911,0.0376747623085976,0.0878167897462845,0.0103746950626373,0.140573099255562"
1077,Sleeper (1973),Comedy|Sci-Fi,"-0.0454773269593716,0.138507679104805,0.0462884940207005,0.105546697974205,0.0805289670825005,0.0331803001463413,-0.0781485214829445,0.208457052707672,-0.0197206530719995,0.081378385424614"
8638,Before Sunset (2004),Drama|Romance,"0.0505009703338146,0.0435657873749733,0.0851644054055214,0.0048217428848147,-0.216234743595123,-0.0008010909659788,-0.105787329375744,0.0124150002375245,-0.0401250161230564,0.0373091846704483"
1214,Alien (1979),Horror|Sci-Fi,"-0.241165071725845,0.31188902258873,0.0655818581581116,-0.129401385784149,0.0149493785575032,0.0567319542169571,-0.159825906157494,-0.283882945775986,0.0708571746945381,0.244670033454895"
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,"-0.0125609468668699,-0.0961365103721619,-0.0890147387981415,0.139497220516205,0.0212175361812115,0.0665295645594597,0.0471935495734215,0.0552558228373528,-0.173713013529778,0.0083793550729751"
1459,Absolute Power (1997),Mystery|Thriller,"-0.0964431166648865,-0.063667319715023,-0.0151279829442501,0.0708539932966232,-0.0079251620918512,0.0808770954608917,0.0224620383232832,-0.0506108514964581,-0.0688673853874207,0.0604681484401226"
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"-0.238309845328331,-0.0372917316854,-0.0480776205658913,0.0327538810670376,-0.0776073783636093,0.0892795696854591,-0.014891292899847,-0.0016727012116462,-0.0540824197232723,0.106989897787571"
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,"-0.105746954679489,-0.150059878826141,0.0817577987909317,0.133593037724495,-0.0721171796321869,0.0700606405735016,0.0598100870847702,0.0224138777703047,-0.0837515443563461,0.0840838178992271"
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"0.0296757388859987,-0.0116380136460066,-0.053268738090992,0.108195170760155,0.0281336512416601,-0.100459434092045,-0.0061675268225371,-0.0279079992324114,0.0862149000167847,0.0140654873102903"
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance,"-0.0788395777344704,0.0498201549053192,0.125372707843781,0.133043020963669,-0.115060850977898,0.0516400225460529,0.107567958533764,0.0842069238424301,-0.0544455386698246,0.0640842169523239"
474,In the Line of Fire (1993),Action|Thriller,"-0.105471961200237,-0.0579328425228596,0.0400964692234993,-0.0111215841025114,0.052242886275053,-0.0220113433897495,-0.199274450540543,0.0176600329577923,-0.0549107044935226,-0.0516913086175919"
4069,"Wedding Planner, The (2001)",Comedy|Romance,"0.226568296551704,-0.0349552445113659,-0.0200036205351353,-0.0483750551939011,-0.0488207824528217,-0.103969298303127,-0.0516756474971771,-0.0261889342218637,0.0983876436948776,-0.0694282427430153"
90746,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,"0.0124968038871884,-0.0354116335511208,-0.046200979501009,0.0812763124704361,-0.0456445105373859,-0.0402325019240379,-0.0477974452078342,0.0070279142819345,-0.0245340093970299,-0.0366199389100075"
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,"0.0733327865600586,-0.0302127692848444,-0.029485322535038,0.227477937936783,-0.0865402817726135,0.0074482960626483,-0.0114729646593332,-0.0376779101788998,-0.116508044302464,0.059888694435358"
1729,Jackie Brown (1997),Crime|Drama|Thriller,"-0.0216907076537609,0.131081074476242,0.0448212921619415,0.068178802728653,-0.186882108449936,-0.0750081390142441,0.051192119717598,0.095190055668354,-0.0116393975913525,0.0132188433781266"
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"-0.241972103714943,0.037432249635458,0.0966499820351601,-0.0808190703392029,0.0838508233428001,-0.128858089447021,-0.013524473644793,0.0320278629660606,-0.0449646189808846,-0.0106356097385287"
294,"Perez Family, The (1995)",Comedy|Romance,"-0.0424574688076973,-0.0532385148108006,-0.0443027578294277,0.123118296265602,-0.0902832522988319,0.162097617983818,-0.0665435791015625,0.176963031291962,-0.0896362364292145,0.101664505898952"
1468,Booty Call (1997),Comedy|Romance,"-0.051948856562376,0.0233767349272966,0.0833265632390976,0.110344707965851,-0.0156309492886066,0.0497005730867386,-0.0128239989280701,0.038094736635685,-0.0586273930966854,-0.0078255757689476"
3719,Love's Labour's Lost (2000),Comedy|Romance,"0.0897365510463715,0.0889703705906868,0.0002454930508974,0.199729710817337,-0.210819035768509,-0.0029110207688063,-0.167127549648285,-0.241484820842743,0.237843692302704,0.358429580926895"
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"-0.131739914417267,-0.0537676773965359,-0.0031138367485255,0.0207246094942093,0.0247302521020174,-0.135432690382004,-0.0256071109324694,0.0536448210477829,-0.0204985216259956,0.15747232735157"
3029,Nighthawks (1981),Action|Drama,"0.0065197139047086,0.0891488343477249,0.0971698090434074,-0.12931452691555,-0.0243351515382528,-0.169854819774628,-0.0237666200846434,-0.0402948074042797,-0.0624085478484631,-0.0365020632743835"
4816,Zoolander (2001),Comedy,"0.0168157406151295,0.0054100980050861,0.159554481506348,0.1552464812994,-0.0151205463334918,0.023818189278245,-0.0110501507297158,0.0610415190458298,-0.0150608643889427,-0.0684319064021111"
1258,"Shining, The (1980)",Horror,"0.0665488615632057,0.0155098615214229,-0.0482658669352531,0.111538223922253,-0.0639932230114937,0.0574031583964825,0.0443428866565228,-0.0997811257839203,-0.0789462774991989,0.0961232408881187"
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,"-0.0865540057420731,-0.0016055905725807,-0.0859207138419151,-0.0144500732421875,0.0518189147114754,-0.0639894604682922,-0.0749972239136696,0.112864382565022,-0.14004023373127,0.0327854342758656"
248,Houseguest (1994),Comedy,"0.0626915991306305,-0.0313898473978043,0.0202176291495562,0.119215667247772,-0.0491949766874313,-0.0174004640430212,0.191950276494026,0.109566301107407,0.152096942067146,0.030920747667551"
1292,Being There (1979),Comedy|Drama,"-0.0296816322952509,0.0112905064597726,-0.100812681019306,-0.0730458199977875,-0.15739893913269,-0.0993463024497032,-0.100126549601555,0.0001029718405334,0.062195248901844,0.157915368676186"
90430,Carnage (2011),Comedy|Drama,"0.0584692545235157,0.0006375723751261,0.0156268309801817,0.0429078117012978,-0.0083181327208876,-0.0551250837743282,0.0417045466601849,-0.0023569751065224,-0.0069497190415859,0.0510508790612221"
4537,Running on Empty (1988),Drama,"-0.085607148706913,-0.0474002361297607,0.0809494256973267,0.0503061711788177,-0.0692169889807701,-0.0093197124078869,0.0453098863363266,0.159302175045013,-0.0232579465955496,0.196878433227539"
56286,I'm Not There (2007),Drama,"0.0967709273099899,-0.0629755631089211,-0.110438212752342,-0.149608761072159,-0.137665897607803,-0.126916348934174,-0.1066669896245,-0.0379461906850338,0.0322610773146152,0.0424846485257149"
1994,Poltergeist (1982),Horror|Thriller,"-0.0516433045268059,0.0281905643641949,0.0137605331838131,-0.0207770895212889,-0.0416731499135494,-0.1243726760149,-0.0215810164809227,0.0432772003114223,-0.0133235873654485,-0.0259261634200811"
3157,Stuart Little (1999),Children|Comedy|Fantasy,"-0.0796399489045143,-0.013783304952085,0.0549378618597984,0.201771140098572,-0.0513457357883453,0.0752148032188416,0.01123699080199,0.124581851065159,-0.0608710609376431,0.01760333776474"
1889,Insomnia (1997),Drama|Mystery|Thriller,"-0.0151478573679924,-0.0227133892476559,-0.142733246088028,0.161982849240303,0.0004621759289875,0.0446576327085495,-0.0309858825057745,0.0029817840550094,-0.219573765993118,-0.0361329577863216"
2581,Never Been Kissed (1999),Comedy|Romance,"0.231241390109062,0.0542442202568054,0.0573459900915623,-0.0122996140271425,-0.0097630601376295,-0.0254826676100492,0.0400820933282375,0.11133773624897,0.0698888897895813,-0.191046386957169"
70946,Troll 2 (1990),Fantasy|Horror,"-0.190946146845818,0.0466979742050171,-0.0342321693897247,0.183661684393883,-0.00725021911785,-0.10588113963604,0.0799712464213371,0.0186464209109545,-0.0611563250422478,-0.0746900364756584"
332,Village of the Damned (1995),Horror|Sci-Fi,"-0.151965126395226,-0.0683225616812706,-0.0541468523442745,0.0204970967024565,-0.0164396278560162,0.0752599611878395,-0.0770955607295036,-0.0015847766771912,-0.127451211214066,0.104695729911327"
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,"-0.0440683215856552,-0.0104767670854926,-0.0299851279705763,0.123220674693584,-0.032978855073452,-0.0553971566259861,0.0132125830277801,0.026030158624053,0.0108439847826958,0.0411654002964497"
