itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0005164943868294,-0.0021752335596829,-0.0044276998378336,0.0134404413402081,-0.0205023102462292,0.0102972621098161,0.005869205109775,-0.0071732252836227,-0.0003628629492595,0.001062051509507,0.0132897961884737,0.0031017302535474,-0.0008609813521616,0.0010943836532533,-0.0087150130420923,0.0078498041257262,0.0130050042644143,0.0075580370612442,-0.001577733666636,-0.0154085047543049"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.0091917552053928,0.0095901750028133,-0.0108016347512603,-0.0139696262776852,-0.00835204962641,0.0166457816958427,-0.0004011227865703,0.0002939593978226,0.0177339818328619,-0.0222060680389404,0.0024365824647247,-0.0129125155508518,-0.0232241898775101,0.004174456000328,-0.0099277291446924,0.0126391975209117,0.0104692485183477,0.0024121655151248,0.0138811869546771,0.0096847796812653"
84152,Limitless (2011),Sci-Fi|Thriller,"-0.002491983352229,-0.0118065644055605,-0.0051961108110845,0.004164736252278,-0.0063638710416853,0.0037100727204233,0.0163562558591366,-0.0252678152173758,0.0062134978361427,0.0028569216374307,0.0038934131152927,-0.0201123207807541,0.002571172080934,-0.0110941715538502,-0.0135196931660175,-0.0109324706718326,0.0208712555468082,0.00109595421236,0.0023419389035552,-0.0180571973323822"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.0016681104898452,-0.0192078817635775,0.0192956533282995,-0.0188075061887503,-0.0099854618310928,-0.0169043056666851,-0.0456047765910625,-0.0204904023557901,0.0123318117111921,0.0091456901282072,-0.0208177994936705,0.0029925038106739,-0.0692326799035072,-0.0015221525682136,0.00795812997967,-0.00156886363402,0.0053658275865018,0.0228194426745176,0.0242411512881517,0.0392624698579311"
3238,Eye of the Beholder (1999),Thriller,"-0.0035384350921958,-0.0035519381053745,-0.0129633927717805,-0.0225764010101557,-0.0148176960647106,-0.0066521991975605,0.0023218276910483,-0.0249532014131546,-0.0024095964618027,0.0079406900331378,-0.0050653452053666,-0.0081355711445212,-0.0043325177393853,0.0110701210796833,-0.006157771218568,0.0030490001663565,0.0089463284239172,0.0008685221546329,0.0007337529095821,-0.0019011518452316"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.0089856097474694,0.0078457873314619,-0.0276878904551268,-0.0117143401876092,-0.0148022985085845,0.0111475056037307,-0.0090386597439646,-0.0141005720943213,-0.0160197094082832,-0.0270883627235889,0.006355797406286,0.0143197113648057,-0.029284656047821,-0.0057750176638364,0.0050054071471095,0.0117873139679432,0.009353038854897,0.0096285408362746,0.0060024899430573,-0.0029033133760094"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"0.007048818282783,-0.0144754219800234,-0.0085891187191009,-0.0275510717183352,0.0297250412404537,0.0428004376590252,0.0190796442329884,-0.0020174069795757,0.0266203936189413,0.0057320776395499,-0.0220251120626926,0.0322967618703842,-0.0170740447938442,0.0007790322997607,0.0100333327427506,-0.0494281277060509,0.0050987880676984,0.0197853744029999,0.0012968850787729,0.0048834020271897"
87413,Bernie (1996),Comedy|Drama,"-0.0004913455923087,0.0082136178389191,-0.0058214054442942,0.0056732175871729,-0.0134433321654797,0.0086563099175691,0.0181008577346802,-0.0178933255374432,-0.0047889743000268,-0.0094612129032611,0.0006890216609463,-0.0084558874368667,0.0102433739230037,-0.000522575166542,-0.0144477635622025,0.0169713459908962,0.0054286792874336,0.0002194727130699,-0.0008541148272342,-0.0133837340399623"
2640,Superman (1978),Action|Adventure|Sci-Fi,"0.0032297114375978,-0.0063840895891189,-0.0006364168366417,-0.0232962965965271,0.0071664075367152,-0.0126621481031179,-0.0016881268238648,0.0203285794705153,0.0195357706397772,-0.0204918067902327,0.0169540550559759,0.0039412342011928,0.0199200101196766,0.0184422023594379,-0.0097771557047963,-0.0090940482914447,0.0113272117450833,-0.0082588903605938,-0.0241736844182014,0.0122340247035027"
237,Forget Paris (1995),Comedy|Romance,"0.0125308064743876,-0.0187509376555681,-0.0077650556340813,-0.0142449038103223,-0.0027256601024419,0.0228609014302492,-0.0009427205659449,0.0019843019545078,0.0006796696688979,0.0050652753561735,0.0020778407342732,-0.0158087257295847,-0.0102778235450387,0.0141878556460142,-0.0022111544385552,0.0204814281314611,0.0028833276592195,0.016233317553997,0.0071925008669495,-0.006544800940901"
