itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.01735738,-0.03213898,-0.04123391,0.01320317,-0.03581591,-0.1027701,0.0772862,-0.0308491,-0.05246775,-0.011582,0.1618932,-0.03551285,-0.03541844,-0.01327118,-0.007569783,0.01163305,-0.02971752,-0.002598525,0.01226937,-0.1035168,0.1286161,-0.06551525,-0.02618789,0.07939945,-0.05477918,0.02723129,0.1393586,-0.005219625,0.08386306,0.0508853,0.02101872,0.02556952,0.042365,-0.03423543,-0.0250519,0.05637626,-0.05194482,-0.008046748,-0.07525603,0.007254142,0.0749635,-0.03820258,0.08718171,0.07934957,0.04805456,0.08492249,0.0240356,-0.02042715,0.06162633,-0.01336331,-0.09699662,0.05758765,-0.008093376,-0.04940461,-0.06842639,0.02375345,0.05254645,-0.001650187,-0.009319508,0.02603995,0.02829194,0.03327957,0.04577999,-0.2438903,-0.1155343,-0.07829671,-0.02303428,-0.02990167,-0.03458364,0.04677962,0.009111147,-0.01564304,0.002251068,0.01954584,0.01455512,-0.04593389,0.02738117,0.01716616,-0.02884771,0.02083833,-0.01076086,0.02454487,-0.004326799,-0.06289846,0.02390084,0.06741954,0.03824451,0.07532701,0.03907434,0.01488035,-0.04506323,-0.03710154,-0.06612349,0.02593556,-0.07772962,-0.005072918,0.03557434,-0.1403713,-0.04494793,0.03683539"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.05903688,0.03986314,0.01192377,0.1095738,0.02548315,0.04656094,0.07473525,0.01174862,-0.03873218,-0.06239163,-0.09805555,0.02601342,0.03805371,-0.08653706,-0.0004620842,0.07181099,0.08032837,0.06270061,-0.04047781,0.1298307,0.008035986,-0.04090296,0.02748369,-0.09031504,0.02922388,-0.03930688,0.1162646,-0.05279121,-0.01144008,-0.003408568,0.05855985,-0.024828,-0.02226825,-0.01664336,0.05796312,0.1160982,0.03311085,0.02327647,0.01302152,0.07677482,0.1287167,-0.09196331,-0.05466166,-0.09634363,0.004325354,-0.03372678,-0.07106949,0.0007724454,-0.01464551,-0.0507879,-0.06474484,-0.03208842,-0.01770977,-0.04792934,0.009684618,-0.02009842,-0.02139658,-0.003996455,-0.009904705,0.1346004,-0.01534474,-0.001869916,-0.04185506,0.04616538,-0.09104172,0.1551713,0.002188423,0.06569722,-0.004244193,0.1049377,-0.04842385,-0.01417237,0.07725822,0.01193753,0.07134295,0.05348593,-0.0568971,0.03796357,-0.1070825,-0.03992978,0.08512138,-0.0757787,-0.02933989,0.02699164,-0.1344183,0.09097302,0.1144233,-0.08447582,0.07926422,0.04993753,0.06728155,0.04150459,-0.0400181,0.01024906,0.02342318,-0.03271171,-0.007342021,-0.01015813,0.07049676,-0.08777371"
84152,Limitless (2011),Sci-Fi|Thriller,"0.04873605,-0.009101189,0.0499351,-0.01910066,-0.1037649,-0.08471815,0.04613062,0.106016,-0.0355793,-0.1687348,0.0456016,0.02479731,-0.02729933,0.08209004,-0.05385378,0.1364317,-0.1527801,0.05653808,-0.01332951,-0.0806333,0.1582432,0.06886186,-0.208061,0.01196918,-0.07774369,-0.002153095,0.02214562,0.0416342,0.1797486,0.03846496,0.06164128,-0.01531487,0.06245991,-0.08558668,0.07286496,0.02135441,-0.06332733,-0.03122152,-0.01704462,0.03943026,0.04107286,-0.09494355,0.02077045,-0.005001849,0.02953619,0.1000986,0.07939108,-0.05335407,0.03170972,0.04060033,-0.1107448,0.009274601,0.07581688,-0.04601136,-0.02581809,-0.06320729,0.07573907,-0.03199576,0.08583708,0.02445971,-0.01599792,0.03468352,-0.0302145,-0.04281858,0.04201038,0.04156974,0.08810218,0.04007149,0.02938486,0.001520989,-0.05877692,-0.064495,-0.01869403,0.03051234,-0.1394471,0.05822712,0.03302174,0.009212889,0.03070557,0.1080393,0.1302889,-0.0934627,0.05474167,-0.08390708,-0.1431177,0.09812168,0.008561165,0.07762541,-0.00134902,0.1774297,-0.08530857,0.1094551,0.1154134,0.03688706,-0.01001168,-0.006791917,-0.003555447,-0.1395377,-0.003420287,0.0003659612"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.01008335,-0.0244247,0.06703464,0.05048684,-0.1145035,0.1326007,0.1490955,0.1052516,0.05452282,0.08360329,0.1183899,0.1015639,-0.0196883,0.02348652,0.03262417,0.01179969,0.03414367,0.02287432,0.1377143,0.09876465,0.1262629,0.04083745,-0.06009172,-0.01251383,0.08398143,0.02835932,-0.09364291,-0.01964127,-0.1225562,-0.05849859,0.1168553,-0.01360474,-0.02170435,0.03733873,0.06003465,0.02989292,-0.0847076,0.02924776,0.08203759,0.05184467,-0.07087404,-0.01888589,0.05289224,-0.09773061,0.005926228,-0.04447389,-0.05104596,-0.0453765,0.01103637,0.03696987,-0.05542521,-0.06625617,0.02658976,-0.02321621,0.08776732,0.005383359,0.001820893,0.07344101,-0.02411395,-0.1599093,-0.001657148,-0.02892853,0.0870408,-0.08698621,0.07811407,0.08713806,0.0864757,-0.08680417,0.09566152,0.102851,-0.07426745,0.07417688,0.01556305,0.02479508,-0.009557667,-0.01076252,-0.05768161,0.07214316,-0.1619826,-0.05871966,0.02559039,-0.001648951,0.01967347,-0.04491507,0.07508818,-0.07460122,-0.1490811,-0.1309314,-0.03481507,-0.02668983,0.05169339,-0.09918874,0.07349797,-0.07096782,-0.02208029,-0.02596116,0.09614192,-0.01476101,-0.1280204,-0.02340932"
3238,Eye of the Beholder (1999),Thriller,"0.1587321,-0.04470473,0.02484205,0.04076566,0.01346681,-0.05650535,-0.01475656,0.1465239,0.01429389,-0.0370995,0.1199695,0.0735815,-0.07628762,0.07881328,-0.1163643,-0.03615448,0.04641296,0.07912244,0.114912,0.03885254,0.1045391,-0.02128504,-0.1365471,-0.08761127,-0.1591257,-0.0423161,-0.03057202,0.04721259,-0.04385183,0.1322167,0.1240692,0.006827847,-0.03121404,-0.0146598,-0.009478456,-0.003470849,0.06455986,-0.1376258,0.07347531,0.1246698,-0.05118135,-0.09207353,-0.0745313,0.02444518,0.04194813,-0.01641469,0.01586397,-0.04112143,-0.008605729,0.09187195,-0.02815868,-0.04164189,-0.04151126,0.05045464,-0.03579593,0.05655802,-0.1198077,-0.03291094,0.01226007,0.08798509,0.03191575,0.018184,0.01557004,-0.1139097,-0.03201431,0.1347253,0.02822984,0.1037479,-0.01122077,-0.03823549,-0.04679447,0.02709164,-0.05848321,-0.02714027,-0.009400412,-0.01900918,0.06925821,-0.03957694,-0.02102483,0.008959762,0.1799442,0.04616211,-0.07771982,-0.06999724,0.03748922,-0.05037919,-0.04822642,-0.00828618,-0.02065766,0.03833616,0.074321,0.01154138,-0.0182321,-7.993911e-05,-0.04624515,0.04554888,0.07712885,-0.09807878,-0.03087958,-0.003058233"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.08366718,-0.04243335,0.09591584,0.01690966,-0.02814627,-0.03183002,0.007524205,0.02961719,-0.04370644,0.1990184,-0.0002370912,-0.01868649,0.06990931,-0.02591145,-0.06470436,0.03270203,0.1164597,0.04050235,-0.05601838,0.05873517,-0.02955739,0.05302406,0.07601757,-0.1117696,0.02217642,-0.0002300212,-0.09118602,-0.1257925,0.01490832,0.03694309,0.1112762,-0.04967237,0.09527468,0.02070977,0.07245576,0.006395645,0.03539958,0.01733705,-0.04424093,0.1700601,0.01634556,-0.04614015,0.06018439,-0.1497876,0.2350084,0.01433989,0.01781639,0.02900172,0.08833511,-0.002633212,0.01326221,-0.1027764,0.04418467,0.0458176,-0.03464369,-0.05412406,0.008259568,-0.03272185,0.0890701,-0.01003557,-0.01174973,-0.006231402,0.002315928,0.002317718,-0.06656174,0.06966195,-0.03944511,-0.01016279,0.01264563,0.1136676,-0.05376235,-0.06283791,-0.0157128,-0.04199705,0.123066,0.2126009,-0.106315,0.03928186,0.01350228,0.04434224,-0.03755955,0.06658023,0.08500309,0.07146409,-0.07155381,0.0420702,0.01713983,0.017926,-0.03153206,0.02914937,-0.01419719,0.06250914,-0.0316981,-0.02717967,-0.03485104,-0.01294796,0.03201754,-0.04161225,-0.08624722,-0.02528047"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.1208041,-0.08944584,0.01487205,-0.09750594,-0.00609483,-0.2241838,0.1047455,0.04951761,0.09846112,-0.2219432,0.1665258,-0.03558998,-0.1523274,0.1928823,-0.1272238,0.1140774,-0.1398969,-0.100268,-0.06939419,0.04516966,0.173106,0.0870931,-0.1107443,0.1238796,-0.002999179,-0.02899897,-0.261144,0.08680243,-0.08608806,0.0761789,0.0646973,-0.0009377224,0.05635764,0.02320599,-0.08375734,-0.2162644,-0.08920033,-0.2082848,-0.1146047,0.2227725,-0.07958741,0.05780204,0.1218432,0.07289097,-0.03934237,0.04974397,0.1313389,-0.01921802,0.1304309,0.06726524,-0.1027833,0.1455453,0.2133262,-0.01306972,-0.06173506,0.004213873,-0.1087541,0.06459966,-0.1578836,-0.02483581,-0.07221565,-0.07660195,0.183834,-0.1054041,0.01288194,-0.06148453,0.1355133,-0.2282121,-0.2041864,0.01805518,0.06458538,-0.1399681,-0.02619829,-0.0112459,0.1054683,-0.007701254,0.1046671,-0.08115871,-0.2086135,0.07673091,0.04185735,0.08482896,0.001309975,-0.05760545,0.1467859,0.01809701,-0.0861907,0.06820209,0.04419433,-0.2472124,0.08082037,-0.08265373,-0.01071095,0.03082301,0.05928995,-0.04638333,-0.04291982,-0.05414525,0.06227792,0.2026552"
87413,Bernie (1996),Comedy|Drama,"0.06393608,0.06575029,0.05518199,-0.07318918,-0.1265278,0.01791016,-0.03047976,0.07829261,-0.02869438,-0.1033579,0.1779731,-0.08988996,0.002115089,-0.004654455,-0.1266828,0.02228766,-0.02883198,-0.0340548,-0.03726732,0.00609726,0.06480914,0.07883127,-0.06056873,0.07186347,-0.1112466,-0.02211007,-0.0210811,0.04059381,0.02664056,0.03979094,0.005333854,-0.007469211,0.06852639,-0.09335487,0.1083362,-0.05210824,0.07528128,0.009185547,-0.05286726,0.05418178,0.02746058,-0.07588454,-0.09953722,0.008141922,0.01855784,-0.01226644,-0.02846623,-0.05468051,0.08819279,0.04452983,-0.02099692,-0.01623816,0.1307878,0.03148622,-0.02989539,-0.04651166,0.02941302,-0.04671162,-0.007984871,0.04221952,-0.01966674,-0.03841102,0.007812807,-0.01673981,0.1054878,0.03594904,0.005820313,0.04244228,-0.07368435,-0.03177239,0.02934867,-0.05664881,-0.05463251,0.009220521,-0.04657239,0.1252569,0.006298839,0.02532695,-0.07218406,0.04654391,0.0374506,-0.008877436,0.01364758,0.03208081,-0.08551952,0.1356934,-0.0757502,0.02641999,0.03107304,0.0552041,0.08908319,0.08924733,-0.09621207,0.05772159,0.05515021,-0.03517991,-0.05527302,-0.06270108,0.03002764,0.00371504"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.1726757,0.1226524,-0.06372422,0.01970644,0.05196639,-0.1219213,0.03886604,0.03731368,-0.04745,0.03935327,0.04750207,0.06181717,0.01769253,-0.06258321,-0.002592163,-0.02775436,-0.05215164,0.07328519,0.05563106,-0.006163295,0.02227409,0.09445333,-0.00553862,-0.02698737,-0.02528808,-0.0524536,0.05314166,-0.06102384,0.0002387367,-0.05955635,0.04593128,-0.1971509,-0.004338926,-0.0002342411,-0.03779668,-0.139675,-0.05138133,-0.02390968,-0.0217223,-0.09995046,0.08994295,0.04160052,-0.04517233,0.05324735,0.03973806,0.08821093,-0.1259415,-0.0805178,0.1514274,-0.2056449,-0.06649481,0.1687968,-0.1157033,-0.0225482,0.07379281,-0.0509547,-0.06375538,-0.1318266,0.1132396,0.03815867,-0.0611392,-0.1806632,0.01262324,0.04227849,-0.1268586,0.01918686,-0.08527798,0.002156809,-0.07567719,-0.08030218,-0.08746537,-0.08759301,0.07324801,-0.06491559,0.04035031,-0.07958809,0.05696559,-0.08210535,0.1203788,-0.04815842,0.06121323,-0.08360197,0.01283085,0.03962119,-0.03442136,-0.06240687,0.02125136,0.02674399,0.1114058,0.1434303,-0.01818746,0.08040574,-0.04432418,0.03838113,-0.006074553,0.05561904,-0.03597502,-0.0650944,-0.06604812,0.07456059"
237,Forget Paris (1995),Comedy|Romance,"-0.06811744,-0.008832161,-0.04867429,-0.04730736,-0.05758034,0.008519825,0.09971295,0.05493218,-0.04973474,-0.06744377,0.02076139,0.06790426,0.04609091,-0.06049214,0.008335695,0.1061746,-0.03893736,0.05788199,0.009065271,-0.1372029,0.1175084,0.007692832,0.01643063,-0.003828237,-0.03789794,0.004189941,0.04496624,-0.02610228,-0.05329278,0.09535727,-0.1528518,-0.04161002,-0.08650522,0.03952916,0.02718733,0.06138594,-0.1186449,0.191098,0.04748081,0.02025772,0.03083582,-0.05032787,0.01392236,-0.09926422,0.02974689,0.0473999,-0.009256113,0.04781413,-0.1628374,0.02476417,0.08365306,0.1595442,0.008960445,-0.02765386,0.08408571,0.05006287,0.02266402,0.03132132,0.1367735,0.04964029,0.0148611,0.06272871,0.07756033,0.1793684,-0.1002507,0.04977012,0.07193618,-0.02528821,0.01227804,0.05752289,0.07362411,0.0133513,-0.01562661,-0.08980463,0.01605599,-0.01904043,-0.09820428,-0.09891771,0.04833835,-0.02184497,0.07170165,-0.1515167,0.004067715,-0.01273115,-0.07829842,0.02992684,0.01195312,0.008914662,-0.04058605,0.09113052,-5.400238e-05,-0.04623332,0.006953605,-0.04399381,-0.04980103,0.06292973,-0.07983895,-0.007521507,0.07248546,0.007623586"
