itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.0813274309039116,0.0668017715215683,0.27633211016655,0.198969438672066,0.333656191825867,0.0311339590698481,-0.400133490562439,0.45173454284668,-0.0223788898438215,0.0336593687534332,-0.3367018699646,-0.255471676588058,0.0619323402643204,0.0005169746582396,0.16790908575058,-0.180734410881996,-0.0491631217300892,0.0380408689379692,-0.0121640982106328,0.115287788212299,-0.0503433011472225,-0.0676723197102547,0.206409350037575,-0.0662566497921944,0.0163949076086283,0.167083919048309,0.0357036776840687,-0.126234754920006,-0.218051880598068,0.225478038191795,-0.292360693216324,-0.0031508749816566,0.0725729614496231,0.0387181416153908,0.32759028673172,-0.0448220111429691,0.247163817286491,-0.319593518972397,-0.457305192947388,-0.020985608920455"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.114050172269344,0.300081163644791,0.0128131750971079,0.264988899230957,0.105980291962624,-0.250981122255325,0.0129256695508957,0.0385113954544067,-0.366059809923172,0.272869318723679,-0.152367442846298,-0.13830940425396,-0.207144632935524,0.30939319729805,0.159250870347023,0.139194920659065,-0.117403618991375,-0.178026854991913,0.129878610372543,0.215916812419891,0.194481641054153,0.134183928370476,0.172323003411293,-0.192599907517433,-0.304628729820251,-0.187351778149605,0.0900496765971184,0.337037235498428,-0.0038015926256775,0.0236423127353191,0.0515415035188198,0.0051705008372664,0.414161801338196,0.0054313200525939,0.312035083770752,0.264766842126846,0.719861090183258,0.0366330482065678,0.334045559167862,-0.144386172294617"
84152,Limitless (2011),Sci-Fi|Thriller,"-0.134867385029793,0.098038375377655,-0.0721087828278542,0.139117032289505,0.246679589152336,-0.0100882593542337,-0.0114673031494021,0.370327889919281,0.0166955906897783,0.266483575105667,-0.212620094418526,-0.404019087553024,0.202016666531563,-0.124887034296989,-0.0809057652950287,0.152853816747665,-0.163071826100349,0.0107116885483265,0.256652265787125,-0.0940879583358765,-0.0441615991294384,-0.160588294267654,-0.157883241772652,-0.0054044411517679,0.209217756986618,0.0212736427783966,-0.323466420173645,-0.486299842596054,-0.406552881002426,0.629682123661041,0.0460120365023613,-0.096747487783432,-0.169614598155022,-0.0805284380912781,0.411537021398544,0.210870057344437,-0.0259434282779694,-0.1144635155797,-0.339742213487625,0.221275642514229"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.525145828723907,0.441007047891617,-0.0133729502558708,-0.19676299393177,-0.371593713760376,0.0594583712518215,0.170727223157883,-0.432099401950836,-0.318983018398285,-0.304758071899414,0.369599521160126,-0.200006455183029,0.118327930569649,-0.0042370725423097,0.321389555931091,0.633050084114075,-0.272435873746872,-0.168669626116753,-0.44688206911087,0.249627307057381,-0.56255030632019,0.0305652227252722,-0.100648485124111,-0.166502237319946,-0.313112080097198,0.266047656536102,0.143788903951645,0.368093878030777,0.0079834684729576,0.440077483654022,0.551858305931091,0.157456561923027,0.924488604068756,0.268890917301178,0.145624741911888,0.105416551232338,-0.111637316644192,0.264306366443634,0.161803618073463,-0.409563183784485"
3238,Eye of the Beholder (1999),Thriller,"-0.0820598229765892,-0.052585780620575,-0.0363440737128258,-0.021217467263341,0.0873023867607117,-0.23445437848568,0.204222053289413,0.184797078371048,0.0613393560051918,0.170114427804947,0.0118189621716738,0.0029940041713416,-0.0224759131669998,0.130233660340309,0.265999257564545,0.327036648988724,0.0974409803748131,0.0116464681923389,-0.105761304497719,0.0892110466957092,-0.0537894330918789,-0.290968090295792,-0.031552866101265,0.140186861157417,-0.307616204023361,0.0757025182247162,0.048119779676199,0.138813257217407,-0.256104975938797,0.346403419971466,-0.0951008126139641,-0.0436849221587181,-0.20426045358181,0.131618872284889,0.173926055431366,0.322388410568237,-0.161914423108101,-0.0222801025956869,-0.181647539138794,0.270333290100098"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.18433703482151,0.540153920650482,0.342080175876617,0.571322977542877,-0.400660246610641,0.0039513423107564,-0.125709354877472,-0.0397916622459888,-0.268125116825104,0.214408606290817,-0.126042634248734,-0.339192628860474,-0.106496289372444,0.384608894586563,0.638387382030487,-0.315563648939133,0.334224462509155,-0.223408356308937,-0.187015220522881,0.62315970659256,0.0654557049274445,-0.250291138887405,0.250099986791611,-0.0472506806254387,-0.482360422611237,-0.100444927811623,0.126196891069412,0.176372468471527,-0.294348359107971,0.0056660040281713,0.336766839027405,0.0469171963632107,0.38070160150528,0.164025858044624,0.238143920898438,-0.052148599177599,0.628979682922363,-0.0096076978370547,0.0394341684877872,0.246337294578552"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.0035278405994176,-0.313880234956741,-0.240759432315826,-0.0134302070364356,-0.155477151274681,-0.403853297233582,0.270505964756012,0.0125014316290617,0.0459707416594028,0.195829898118973,-0.520787954330444,0.382896333932877,0.621448695659637,-0.265706568956375,0.448008567094803,0.209831222891808,-0.0170330908149481,-0.469892561435699,0.431936889886856,-0.0450198762118816,-0.319169789552689,0.0765729323029518,-0.355954676866531,-0.0014125208836048,0.253639161586761,0.451237887144089,0.288281351327896,0.145610675215721,-0.191808879375458,0.395764708518982,0.845069587230682,-0.0341961905360222,0.501170754432678,-0.790513455867767,0.0995299890637398,-0.347105801105499,-0.0727453753352165,0.494779944419861,-0.129897996783257,-0.369440495967865"
87413,Bernie (1996),Comedy|Drama,"0.034135427325964,0.307472199201584,0.0982459262013435,0.0812662914395332,0.246854946017265,-0.294770181179047,-0.318343579769135,0.392202138900757,-0.0768861696124077,-0.0599752441048622,-0.226413056254387,0.0109576815739274,-0.0536686703562737,-0.125396072864532,0.015033214353025,-0.318226784467697,0.0459003858268261,-0.0021200431510806,0.189280420541763,0.044361125677824,0.114108435809612,-0.0513732023537159,0.458617031574249,0.134150803089142,-0.173955604434013,0.066146656870842,-0.0092620002105832,-0.27739480137825,-0.218550473451614,0.214020609855652,-0.346809267997742,0.105985626578331,-0.0379008576273918,-0.0968575999140739,-0.0607089176774025,0.15277436375618,0.194747716188431,0.0634109154343605,-0.196402579545975,0.322378516197205"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.187209323048592,-0.356701672077179,0.162629172205925,-0.491161048412323,0.247899577021599,-0.0983218923211098,-0.0362379252910614,-0.0746373981237411,0.429258704185486,0.162887379527092,-0.0735805183649063,-0.425564557313919,0.019918117672205,0.181821808218956,0.102800585329533,0.222588032484055,0.197361513972282,0.24956277012825,-0.0049086357466876,-0.13696376979351,0.0317457802593708,-0.209788098931313,-0.0732313096523285,0.522769391536713,0.115471042692661,0.502700567245483,-0.240080609917641,0.16056926548481,0.034031093120575,0.156562030315399,-0.109595105051994,-0.673829913139343,0.0353062339127064,0.0902735441923141,-0.143743351101875,-0.445342719554901,0.355019241571426,-0.229196116328239,0.0979220196604729,-0.0337069556117058"
237,Forget Paris (1995),Comedy|Romance,"-0.0775135233998299,0.204818055033684,0.101924769580364,0.0987946838140488,0.113469466567039,-0.204664900898933,0.216312363743782,0.0133936312049627,0.0043942793272435,0.204566240310669,-0.104507401585579,0.283037394285202,-0.366632878780365,0.19035616517067,-0.0085827093571424,-0.0299860797822475,0.0103448508307338,-0.259894698858261,-0.339951068162918,-0.083488754928112,0.0755889266729355,-0.0402143113315105,0.132479548454285,-0.0848281681537628,0.129453927278519,-0.539798259735107,0.182938978075981,-0.187843635678291,0.0645563304424286,0.410613358020782,-0.177097961306572,-0.0786621868610382,0.0643385648727417,-0.0466752350330353,0.193885669112206,0.148258477449417,0.248462095856667,-0.114032588899136,0.187171891331673,-0.194283023476601"
