itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.0122714685276151,-0.0312185660004616,-0.0058546573854982,0.0035343600902706,-0.0171853639185429,-0.0175852067768574,0.005330791696906,-0.0371487066149712,-0.0071411402896046,0.0252313762903214"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.0117248808965087,-0.0285082329064608,0.0270101260393858,-0.004715989343822,0.006173837929964,0.0347616299986839,-0.0417306460440159,-0.0407463163137436,-0.0176795125007629,0.037923488765955"
84152,Limitless (2011),Sci-Fi|Thriller,"-0.0419697873294353,0.0172443445771933,-0.0237938761711121,-0.0132704563438892,-0.0204499941319227,-0.0341137014329433,0.0312147196382284,-0.052397545427084,-0.0482510589063168,0.020489938557148"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.0482589863240719,-0.0049340915866196,0.031700037419796,-0.11683377623558,0.0972346886992455,-0.0243985820561647,-0.0758373141288757,-0.0513907596468925,-0.0389984585344791,0.0200910232961178"
3238,Eye of the Beholder (1999),Thriller,"-0.0296025797724724,0.0002144497993867,-0.0136429723352194,-0.0203283429145813,0.0047100903466343,0.0001537721109343,0.0067191249690949,-0.0195596497505903,-0.0151529014110565,0.0541948713362217"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.0421665906906128,-0.0673840418457985,0.0186236947774887,-0.0515571385622025,-0.0447062328457832,0.0380546264350414,-0.0218951981514692,-0.0354526601731777,-0.0310421828180552,0.0758036449551582"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"0.0030854733195155,0.0050412388518452,0.111215882003307,-0.0256694629788399,-0.019197316840291,-0.0351384952664375,0.0557087175548077,0.0106878904625773,-0.0670280307531357,-0.0444823354482651"
87413,Bernie (1996),Comedy|Drama,"-0.0234138667583466,-0.0072804647497832,-0.018063310533762,0.0091404309496283,-0.0475627221167088,0.0121594443917274,-0.0031683056149631,-0.0298059731721878,0.017081243917346,0.0266559310257435"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.0602275729179382,-0.0041004056110978,0.0184155832976103,0.0784662067890167,0.042224258184433,0.0282973293215036,0.0098839132115244,0.0368263460695744,0.0038362510967999,0.0066274846903979"
237,Forget Paris (1995),Comedy|Romance,"-0.0051897186785936,-0.0160292573273182,0.0360129699110985,-0.0119491461664438,0.0270389635115862,0.0207992419600487,0.0113715855404735,-0.0020949454046785,0.0181180573999882,0.0506918169558048"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"0.0417808443307877,-0.032475907355547,0.0266751684248447,-0.0093663297593593,-0.0311875473707914,0.0081582451239228,-0.0434715636074543,-0.0529384426772594,-0.0062661645933985,-0.0027337837964296"
