itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0034227424766868,0.0176425352692604,-0.0512044578790665,-0.063835546374321,-0.0646438002586365,0.100032866001129,-0.0959409028291702,-0.136085495352745,0.186198890209198,-0.249439761042595,0.034467376768589,0.123348422348499,0.0961931124329567,-0.045306570827961,0.0417527481913567,-0.0755280777812004,-0.0264308154582977,-0.0547999553382397,-0.0163305532187223,-0.0768565237522125,-0.0604048445820808,0.0455271899700165,0.0792496055364609,0.12490189820528,-0.0460161343216896,0.0210738740861416,0.0302889831364155,-0.0089687127619981,-0.0695613399147987,-0.0371717885136604,-0.0222802013158798,0.0536975562572479,-0.165620863437653,-0.0133817670866847,0.0131250405684114,-0.0335997603833675,-0.113018944859505,-0.0607482753694057,0.0893191620707512,-0.023822532966733"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.0037664221599698,-0.0652138739824295,-0.023045415058732,0.0603625513613224,0.0493020266294479,0.0993431359529495,-0.066586934030056,0.0155689772218466,0.0365275144577026,-0.0027486109174788,-0.219858393073082,-0.0865615457296371,0.0035498398356139,0.0875769779086113,-0.0070303971879184,0.0008602294255979,0.0181947387754917,-0.0339274071156979,0.132724180817604,0.110835693776608,0.0729902982711792,-0.0683271959424019,0.274718075990677,0.0088374344632029,-0.177910968661308,-0.135966137051582,-0.139449238777161,-0.0622250325977802,-0.0847682356834412,0.113842353224754,-0.0412468500435352,-0.0157104879617691,0.114255376160145,0.109264321625233,-0.171105563640594,0.147689804434776,-0.0725937932729721,0.0749213397502899,-0.083895318210125,-0.157654240727425"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0501119010150433,0.063503697514534,-0.0422195084393024,0.133249804377556,-0.125640481710434,-8.3211314631626e-05,-0.212872251868248,-0.201633974909782,0.106522858142853,-0.304987549781799,0.0427198261022568,-0.0945281237363815,-0.219978243112564,-0.0105844223871827,0.157757014036179,-0.0550936609506607,-0.0052080079913139,-0.025477072224021,-0.0026919844094663,0.0060351518914103,0.0947589874267578,0.118373811244965,-0.142812624573708,0.141955688595772,-0.112670429050922,0.0716820582747459,-0.0454333499073982,-0.237070262432098,0.0574002377688885,-0.0488400794565678,-0.0409987233579159,0.0266088284552097,0.025071470066905,0.092257522046566,-0.0763390883803368,0.114744558930397,-0.026241747662425,0.0587751157581806,-0.0095133744180202,-0.0723260641098022"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.153036564588547,0.0276652965694666,-0.300264626741409,0.13005094230175,-0.0441131815314293,0.0730182901024818,0.125182688236237,0.289667695760727,-0.0201773643493652,-0.0840174704790115,-0.229456961154938,0.0485905259847641,0.0404984392225742,-0.0425693690776825,0.298347026109695,0.381578743457794,-0.0299024153500795,-0.201413512229919,0.0955940186977386,-0.0228021275252104,-0.063265822827816,-0.171487286686897,0.13065604865551,0.179795026779175,-0.267590820789337,-0.0789631232619286,-0.115019232034683,0.348801881074905,-0.157032892107964,0.198388606309891,-0.257087230682373,0.421134978532791,0.171263068914413,-0.0469562448561192,-0.166418433189392,-0.0222910530865192,0.135387361049652,0.230872049927711,-0.230455651879311,-0.0977683290839195"
3238,Eye of the Beholder (1999),Thriller,"0.0230682902038097,-0.0967110171914101,0.03035126067698,0.0761455744504929,-0.218430489301682,-0.0068107102997601,0.0530598759651184,-0.0254791602492332,-0.107026413083076,-0.128746211528778,-0.140438705682755,-0.0207348931580782,-0.0513243898749352,0.116578482091427,0.0504828803241253,-0.0844329223036766,0.131297141313553,0.020006226375699,-0.0060191242955625,-0.0018622409552335,-0.0660126879811287,0.0606682226061821,0.0858573690056801,-0.0516912266612053,-0.061971727758646,0.049709752202034,0.0577711351215839,-0.064071461558342,-0.173999220132828,0.09657321870327,-0.109002783894539,0.136160731315613,-0.0814666599035263,0.0181445982307196,-0.218205854296684,0.162075012922287,0.0760297030210495,0.0509118847548962,0.0510162487626076,0.0464210733771324"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.118998549878597,-0.113616026937962,-0.311631619930267,0.182433933019638,-0.0821041315793991,0.068470723927021,-0.0831068158149719,0.0442498214542866,0.0013170099118724,-0.0116692017763853,-0.251965284347534,0.22956471145153,0.174917280673981,0.0111077530309558,0.165580227971077,0.0498174466192722,0.151122912764549,-0.0261097624897957,0.30731600522995,-0.214251130819321,-0.0277815498411655,0.0199195574969053,0.245206147432327,0.0352756604552269,-0.089184932410717,-0.154858157038689,0.0038064091932028,-0.138380542397499,-0.122227154672146,-0.0526408478617668,0.0358749255537987,0.10182012617588,-0.0045055309310555,-0.136186212301254,-0.195090398192406,0.0291448049247265,-0.0268066227436066,0.170056983828545,0.0528462007641792,-0.120122618973255"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"0.0714325532317162,-0.131346598267555,0.0664268657565117,-0.132319197058678,-0.024187820032239,0.245240062475204,0.0286252833902836,0.167858213186264,-0.109766393899918,0.188096791505814,-0.290990620851517,0.0547730252146721,-0.14474917948246,-0.555645763874054,0.176993772387505,0.134389892220497,-0.109744168817997,0.212781637907028,-0.0819451734423637,-0.173175096511841,0.305965840816498,0.284971475601196,-0.0211182720959187,0.221822157502174,0.233371630311012,-0.049710925668478,-0.17764675617218,0.167540222406387,-0.178344935178757,0.0445623137056828,-0.18230676651001,-0.0033388419542461,0.0817044451832771,0.222071528434753,-0.105011269450188,0.246411189436913,0.259134143590927,0.19161482155323,-0.0443640910089016,-0.202932685613632"
87413,Bernie (1996),Comedy|Drama,"0.103172473609447,-0.0981558412313461,0.0977471843361855,0.064999982714653,-0.0757762491703033,0.0315750725567341,-0.0354469120502472,-0.083913192152977,0.0870027765631676,-0.22236156463623,0.0226569399237633,0.214545294642448,-0.0229375492781401,0.0670644789934158,0.0265168435871601,-0.116365626454353,-0.0108747091144323,0.0002909231116063,0.0634511783719063,0.149160087108612,0.05213987454772,0.0033662945497781,-0.0240270122885704,0.104736298322678,-0.0107655646279454,-0.009460374712944,0.0010068379342556,-0.161882072687149,-0.0903961285948753,0.154117867350578,0.122104316949844,-0.173153474926949,-0.118315204977989,0.0184334758669138,0.0141774630174041,0.0925680994987488,-0.076395221054554,-0.123227991163731,0.15579442679882,-0.0970443189144135"
2640,Superman (1978),Action|Adventure|Sci-Fi,"0.0193454287946224,-0.0412275977432728,0.120029129087925,-0.0492184497416019,-0.0580259412527084,-0.0126264914870262,-0.211798772215843,-0.453825563192368,-0.157368928194046,0.18343548476696,0.425794899463654,-0.0648020654916763,0.0628483444452286,0.0158417709171772,-0.115241929888725,-0.0280698649585247,0.159571319818497,0.0241733565926552,0.0336467809975147,-0.0975570306181908,-0.0058121914044022,0.114249967038631,0.140415027737617,0.13454695045948,-0.239843100309372,0.0262310542166233,-0.258454889059067,-0.17874114215374,0.125776022672653,0.0185805503278971,0.0799359828233719,0.171372830867767,0.252670764923096,0.0114057883620262,0.0711965560913086,-0.390687108039856,-0.0772876664996147,-0.0245134457945824,0.166592910885811,0.0549869760870934"
237,Forget Paris (1995),Comedy|Romance,"0.114430405199528,0.052585668861866,-0.215934634208679,-0.0662220641970634,0.10026890039444,-0.0398061163723469,-0.0169520396739244,0.0625381544232368,-0.0072653386741876,-0.135851263999939,-0.0854585394263268,-0.173474714159966,0.0896174162626266,-0.154863014817238,-0.189709812402725,-0.103162564337254,0.169944241642952,0.261029332876205,-0.0116302156820893,0.142958611249924,0.0780151188373566,0.017792908474803,0.146916478872299,0.0633164942264557,-0.208503127098083,0.0393298342823982,-0.166768699884415,-0.0648485869169235,0.0215975437313318,-0.172167122364044,-0.0516440831124783,0.0064145666547119,-0.155575111508369,-0.189754024147987,0.173308625817299,0.142932459712029,0.285559743642807,-0.0590740852057934,0.0027334573678672,0.0133180478587747"
