itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.04135733,0.1066188,-0.07153209,0.1375671,-0.1034359,0.03922869,-0.04099821,0.04416893,-0.06966418,0.05200696"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.1041327,-0.09793901,0.02231343,0.001445867,-0.1080362,-0.2694972,-0.2433555,-0.04932302,-0.189266,-0.05222864"
84152,Limitless (2011),Sci-Fi|Thriller,"-0.2098028,0.2265003,-0.09119035,0.01395566,-0.001965153,0.05519265,-0.1259248,0.1075638,-0.2762848,-0.04482721"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.09310076,0.1500476,0.3963341,0.05648635,-0.2852139,-0.4023044,-0.03089265,0.02193092,-0.07717405,-0.547474"
3238,Eye of the Beholder (1999),Thriller,"-0.07443254,0.08469544,-0.1036881,0.07724674,-0.06366932,-0.08735142,-3.108066e-05,0.03350173,-0.1631602,-0.07318854"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.248408,-0.2114435,0.01820769,0.1875122,-0.2016543,-0.0406901,-0.246478,0.08792647,-0.1924515,-0.117114"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.00511485,-0.2189855,0.06522505,-0.3138116,-0.2508855,0.008796583,-0.1810579,0.3905916,0.1160403,0.002773476"
87413,Bernie (1996),Comedy|Drama,"-0.1061473,0.01434244,-0.1265703,0.1033513,0.02931301,0.09129869,-0.1757807,-0.08553725,-0.07854968,0.08614217"
2640,Superman (1978),Action|Adventure|Sci-Fi,"0.03019803,-0.04800319,-0.146473,-0.2621068,0.01455147,-0.214132,0.17315,-0.0557841,-0.0007058781,0.2384431"
237,Forget Paris (1995),Comedy|Romance,"0.01026132,-0.09776662,-0.164123,0.04774855,-0.141408,-0.1686838,0.06844549,-0.02422481,0.005594737,-0.08766109"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"0.08996067,-0.05105478,0.1109393,0.06473788,-0.1085824,-0.08446671,-0.4014762,-0.0003687363,-0.03327117,0.0336003"
786,Eraser (1996),Action|Drama|Thriller,"0.0441835,-0.1027387,-0.02931607,-0.1818734,-0.1569354,0.005267851,-0.1306673,0.2198269,-0.01469403,-0.1650266"
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"0.1656776,0.1833713,0.01143734,-0.1384767,-0.113017,0.3111204,0.1382454,0.01731055,-0.0748424,-0.1556497"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,"-0.1148098,0.1176107,-0.1875911,-0.08924393,-0.05232912,-0.006033415,-0.1118371,-0.03890562,0.005873157,-0.1818212"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"0.002699031,-0.1378708,-0.2854654,-0.05298196,-0.04814701,-0.1257132,-0.1475943,0.2852371,-0.2148577,0.1275362"
3675,White Christmas (1954),Comedy|Musical|Romance,"-0.2155732,-0.0204439,0.1354902,-0.567153,0.2446416,-0.7031554,0.3215464,-0.2757296,0.3303471,0.2547658"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"0.1065283,-0.1488823,0.09482392,0.09663764,-0.03949925,-0.3395257,-0.02242054,-0.1187042,-0.1362376,0.04657216"
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,"0.05076109,-0.06785303,-0.05996542,-0.04901561,-0.1500439,-0.1145978,-0.2217722,-0.1517619,0.01130744,-0.1474751"
