itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.002182487,-0.002481106,0.01150802,-0.008126577,-0.006467083,-0.00704321,-0.01800566,0.005529867,-0.01069164,0.0009582159"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.01007776,-0.01801976,0.01974058,-0.003646471,-0.02287394,-0.01016469,-0.008681188,-0.001152167,0.004435444,-0.0209977"
84152,Limitless (2011),Sci-Fi|Thriller,"0.002814051,0.00113163,0.01979747,0.01519075,-8.222467e-05,0.002827626,-0.0190898,0.01809878,-0.01107791,0.02091525"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.04339945,-0.03812696,0.02312438,-0.001254787,-0.02934653,0.03074432,0.005833785,-0.01318147,0.0257951,0.01057246"
3238,Eye of the Beholder (1999),Thriller,"0.02109417,-0.007568716,0.000364206,0.01378358,0.002904448,0.001631607,-0.01469725,0.01427476,-0.007581349,-0.000106345"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.01578896,-0.03108745,0.03152784,-0.02573414,-0.01446739,-6.984678e-05,-0.006520655,0.004464573,-0.02382915,-0.02829802"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.009070696,0.01418953,0.02585092,0.02090538,-0.03013824,0.004147664,0.04624178,-0.004476936,-0.02163316,0.0006590743"
87413,Bernie (1996),Comedy|Drama,"-0.005535782,-0.00801898,0.003169736,-0.0108348,0.00668464,-0.01657537,-0.01464917,0.01954553,-0.007918898,-0.0004010361"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.007877254,0.02702607,-0.02084612,0.0288558,-0.01061059,-0.01574177,-0.007961156,-0.006466345,0.0116136,-0.01836869"
237,Forget Paris (1995),Comedy|Romance,"0.01669885,-0.003340508,-0.005037686,0.002965836,-0.02227584,-0.01067862,-0.003684574,-0.01081586,-0.009548465,-0.01179695"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"-0.001296936,-0.001564462,0.03856396,-0.02095201,-0.009797979,-0.007317666,0.0108693,-0.01125635,0.0003050107,-0.01190815"
786,Eraser (1996),Action|Drama|Thriller,"0.008461656,-0.00148933,0.01399538,0.008829918,-0.01786215,0.006190127,0.02281634,-0.005775318,-0.01994955,0.0005258421"
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"0.001698599,0.006802958,-0.009074293,-0.007426292,0.0008494731,0.03293495,-0.00973839,-0.01117329,-0.006252382,0.01300749"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,"0.004940409,-0.009707658,-0.003840163,0.01587322,-0.01681387,-0.006478691,-0.005557292,-0.005462438,-0.01021468,0.01479923"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"-0.002367186,-0.0032782,0.01883189,0.02073641,-0.01352284,-0.02545693,-0.01255022,0.01502441,-0.03502344,-0.01271453"
3675,White Christmas (1954),Comedy|Musical|Romance,"-0.02272047,0.02295684,-0.04822589,0.06577571,-0.02606772,-0.02249863,0.01918527,-0.0228551,0.08160975,0.01052411"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"0.01560079,-0.004205998,0.009048902,-0.002320072,-0.009326812,-0.004182621,-0.0001454662,-0.006463562,0.01752395,-0.03037657"
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,"0.00347867,-0.01578992,0.0003061777,-0.0164713,-0.0443691,-0.01674478,0.001987054,-0.01214482,-0.002443542,-0.008998649"
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,"0.02630365,-0.01201379,0.02643477,0.01562377,-0.0341058,0.009082413,-0.002039036,-0.01322618,0.01752633,0.02966039"
81845,"King's Speech, The (2010)",Drama,"-0.00183365,-0.006447335,-0.01325522,0.02008222,1.078737e-05,-0.01155374,0.01226572,-0.02071696,0.00464052,-0.006032204"
3801,Anatomy of a Murder (1959),Drama|Mystery,"0.004201596,0.01343814,-0.02920041,0.008010091,-0.01585091,-0.0145869,-0.01700281,0.0006209656,0.03034553,-0.01596759"
4239,Blow (2001),Crime|Drama,"0.02448619,-0.01629227,0.008516471,0.01583257,-0.006832561,0.008826058,-0.00235065,0.01100549,0.00701483,-0.01138195"
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,"-0.01477215,0.006832443,-0.006239734,-0.003366121,0.005892548,0.00440313,0.03863308,0.01797713,-0.02253944,0.01568317"
728,Cold Comfort Farm (1995),Comedy,"0.04108507,-0.07043891,0.01809266,-0.0271809,0.002450173,0.02153634,0.003408375,-0.03111365,0.04794928,0.005722438"
2091,Return from Witch Mountain (1978),Children|Sci-Fi,"0.01640066,0.0005093693,-0.04017644,0.02262236,-0.01247931,-0.01712892,0.002348954,-0.03227905,0.0196068,-0.006751156"
1676,Starship Troopers (1997),Action|Sci-Fi,"-0.01333097,-0.009543209,0.01326577,-0.01149602,-0.009317176,-0.0298676,0.007273744,0.01315288,-0.01224109,-0.0002475152"
92509,"Vow, The (2012)",Drama|Romance,"0.03272333,-0.01216985,-0.02880495,0.0108752,0.006734136,0.006745067,0.01689363,0.01377502,-0.01844996,0.002653469"
5527,Possession (2002),Drama|Romance,"0.01531645,0.02212753,-0.01055931,0.01905694,0.004803216,-0.02137212,0.01817043,-0.002139567,-0.04535414,0.004262413"
2282,Pecker (1998),Comedy|Drama,"0.01504478,-0.01331676,0.0294125,-0.009852465,-0.00980329,0.008244591,-0.003093344,0.001654173,-0.009992221,-0.01572608"
117590,Horrible Bosses 2 (2014),Comedy|Crime,"0.002384464,-0.01224685,0.02927688,-0.03160185,-0.003682471,0.01827483,-0.03004335,-0.007894123,-0.009503556,0.01065285"
3468,"Hustler, The (1961)",Drama,"-0.01463089,-0.002237055,0.01833271,-0.01750693,-0.01548565,0.001966731,-0.02469219,0.03049238,-0.000532175,0.02381648"
2353,Enemy of the State (1998),Action|Thriller,"-0.01718793,-0.004961784,0.01440949,-0.02390656,0.001062005,-0.006727051,-0.00962383,0.01910852,-0.03751588,-0.02131929"
235,Ed Wood (1994),Comedy|Drama,"0.01487247,-0.04147697,0.01596852,0.0006064632,-0.01127603,-0.007403586,5.954217e-05,-0.01508717,0.01142874,0.00727781"
1077,Sleeper (1973),Comedy|Sci-Fi,"-0.01197531,-0.009659383,0.01676283,0.02323011,-0.01508213,-0.02202628,-0.01867184,-0.01196088,0.037013,-0.02262384"
8638,Before Sunset (2004),Drama|Romance,"0.004131135,0.0002278591,0.01890886,-0.01092476,0.03727169,-0.01995837,-0.003057563,0.01593582,-0.00630834,0.02950044"
