itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0974637344479561,0.0260124653577805,0.0211436562240124,-0.0087404875084757,-0.0208870116621256,0.0180301945656538,-0.0368826426565647,-0.0431421771645546,0.0489618964493275,-0.0480345711112022"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.116257451474667,0.0064854556694626,0.0222075935453176,0.0137288505211473,0.0536297522485256,0.113645300269127,0.0405569896101952,0.0654449984431267,0.0473793521523476,-0.0244123917073011"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0235020238906145,0.0611718595027924,0.0712792202830315,-0.163507983088493,-0.0113886119797826,-0.0247421283274889,-0.0197242703288794,-0.0614613555371761,0.0486748665571213,-0.0515588447451591"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.0340734831988811,-0.162821799516678,0.17004157602787,-0.0378054641187191,0.114626191556454,0.220784366130829,-0.0196042321622372,0.108476765453815,0.137311488389969,0.156122490763664"
3238,Eye of the Beholder (1999),Thriller,"0.0658359229564667,0.0154498284682631,0.0288592875003815,-0.0475750938057899,0.045640803873539,0.0183009393513203,-0.023014834150672,-0.0479149743914604,0.0705589354038239,-0.008880409412086"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.0961471125483513,-0.116046331822872,-0.0167845617979765,0.010189981199801,0.020108824595809,0.166338056325912,0.0074439020827412,0.0852458998560905,0.0809426009654999,-0.131317898631096"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.0511560998857021,0.0129295401275158,0.0039491257630288,-0.0369887910783291,0.118588745594025,-0.0858817622065544,-0.0718744844198227,0.184409871697426,0.0234099514782429,-0.12162746489048"
87413,Bernie (1996),Comedy|Drama,"0.117730930447578,0.0388938784599304,0.0090235704556107,0.0195887479931116,-0.0523838065564632,-0.0182820782065392,-0.0357605367898941,-0.0043927822262048,0.0108341118320823,-0.0490371473133564"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.0298521034419537,0.133901998400688,-0.0732245892286301,0.0386315174400806,0.106279693543911,-0.0700570195913315,0.105895712971687,-0.0859888270497322,-0.0515750460326672,0.0107545033097267"
237,Forget Paris (1995),Comedy|Romance,"0.0877729058265686,0.0378737524151802,-0.0792222693562508,0.0315625071525574,0.0709974467754364,0.0459330901503563,-0.0534982942044735,0.0378223657608032,0.0776179730892181,0.0070777335204184"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"0.0604337863624096,-0.0415801517665386,0.0553081668913364,0.0237191431224346,-0.031997237354517,0.0791624933481216,0.0702143162488937,0.0883554816246033,0.0282406248152256,-0.0636836439371109"
786,Eraser (1996),Action|Drama|Thriller,"-0.0303336307406425,-0.0431809425354004,-0.0167789831757545,-0.0673060715198517,0.0694869831204414,-0.0210535209625959,-0.0262810066342354,0.0913671478629112,0.0441531576216221,-0.062396515160799"
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"-0.041191790252924,-0.0937023088335991,-0.0192245058715343,-0.0677716135978699,0.0270917061716318,0.0368579216301441,-0.115521468222141,-0.09707161039114,-0.034937534481287,-0.0122003294527531"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,"0.0516803823411465,0.0531586296856403,-0.0337532460689545,-0.0661696046590805,0.008455891162157,-0.0292180739343166,-0.109542109072208,0.0284905359148979,0.0585486516356468,0.0490249618887901"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"0.0477166771888733,0.0992942899465561,-0.0396352186799049,-0.0671229436993599,0.0292834527790546,-0.0568435043096542,0.0825996473431587,-0.037144560366869,0.0796524658799171,-0.157743573188782"
3675,White Christmas (1954),Comedy|Musical|Romance,"-0.104021526873112,0.326391279697418,-0.0217176452279091,0.079095758497715,0.123999156057835,-0.112130604684353,0.0101751303300261,0.122628197073936,-0.155513495206833,0.328384757041931"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"0.0601668171584606,-0.0013184607960283,-0.0056963907554745,0.0722584500908852,0.0747217163443565,0.132171243429184,0.0755009204149246,0.0498139634728432,0.0026523503474891,0.0026936416979879"
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,"0.056451328098774,0.0246159434318542,-0.0463170148432255,0.0288643389940262,0.0157037060707808,0.0820323675870895,0.0090839602053165,0.100077569484711,0.0758204609155655,0.0098171615973115"
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,"-0.0763785541057587,0.027117483317852,0.115272924304008,-0.163220390677452,0.0570105612277985,0.106413014233112,0.0028945207595825,0.0755231902003288,0.137878820300102,0.1065374314785"
81845,"King's Speech, The (2010)",Drama,"0.0114607512950897,0.0318879187107086,-0.102735228836536,-0.0157497841864824,0.0397095195949078,-0.0491340570151806,0.0419956296682358,0.0488347411155701,-0.017321515828371,0.0918314531445503"
3801,Anatomy of a Murder (1959),Drama|Mystery,"0.0092577412724494,0.150951758027077,-0.0462861992418766,0.120250701904297,0.0539960376918316,0.058954756706953,0.0046257590875029,-0.0138650666922331,-0.0405802093446255,0.0817703083157539"
4239,Blow (2001),Crime|Drama,"0.0348415151238441,-0.0199362821877003,0.0572420805692673,-0.0395073257386684,0.10043740272522,0.0764175206422806,0.0417118482291698,0.0253817904740572,0.0462789498269558,0.0135351903736591"
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,"-0.0671340972185135,-0.057221669703722,-0.0098943701013922,-0.0280616600066423,-0.0016287072794511,-0.16458086669445,-0.0502729564905167,0.0829953923821449,-0.0322135426104069,-0.0727626606822014"
728,Cold Comfort Farm (1995),Comedy,"0.0377313271164894,-0.264916837215424,0.146299853920937,0.0278917718678713,0.0057742199860513,0.2598817050457,0.108860030770302,0.11599326133728,0.0955127775669098,0.298587769269943"
2091,Return from Witch Mountain (1978),Children|Sci-Fi,"0.0385235212743282,0.0423289351165295,-0.123789511620998,0.0952820330858231,0.111354887485504,-0.0387920960783958,0.0590477474033833,-0.0228701122105122,0.0522623360157013,0.227005913853645"
1676,Starship Troopers (1997),Action|Sci-Fi,"0.0400902070105076,0.0568614788353443,-0.0079764807596802,0.0237832721322775,-0.0567465722560883,-0.0418879985809326,0.0223193503916264,0.107496969401836,0.0424545891582966,-0.0814334750175476"
92509,"Vow, The (2012)",Drama|Romance,"-0.022214176133275,-0.092140294611454,-0.0215549115091562,0.0109641952440143,0.100935027003288,-0.0682895556092262,-0.0095648756250739,-0.0020767864771187,0.103373922407627,0.0445882752537727"
5527,Possession (2002),Drama|Romance,"-0.0648952797055244,0.0924981832504272,-0.158128410577774,-0.0098364436998963,0.0082215899601578,-0.130694225430489,-0.043794859200716,0.0207051541656256,0.125611647963524,-0.105608738958836"
2282,Pecker (1998),Comedy|Drama,"0.0379994362592697,-0.0805304497480392,0.0326835289597511,-0.0435164645314217,0.0427821353077888,0.122218035161495,0.0444281511008739,0.0343074724078178,0.0548743642866611,-0.0886632725596428"
117590,Horrible Bosses 2 (2014),Comedy|Crime,"0.138468131422997,-0.0856696218252182,0.0787303596735001,-0.0247655622661114,-0.0513514131307602,0.134132832288742,-0.11381558328867,-0.0604579634964466,0.0866526588797569,-0.0236367955803871"
3468,"Hustler, The (1961)",Drama,"0.0590545982122421,0.0957046300172806,0.0948003232479095,-0.107982039451599,-0.0662938803434372,0.047634944319725,-0.118390254676342,0.0074457195587456,0.0155853107571602,-0.0695792809128761"
2353,Enemy of the State (1998),Action|Thriller,"0.115364789962769,-0.0434213019907475,-0.0270308628678322,0.0554785877466202,-0.0285365972667933,-0.0172893349081278,-0.0305681601166725,-0.0526983179152012,-0.0070177996531128,-0.194047778844833"
235,Ed Wood (1994),Comedy|Drama,"0.110297985374928,-0.0384380668401718,0.0356117412447929,-0.0461126714944839,-0.0029062763787806,0.0807204321026802,0.0084840832278132,0.106076784431934,0.105438873171806,0.132845640182495"
1077,Sleeper (1973),Comedy|Sci-Fi,"0.106094889342785,0.165585890412331,-0.0110567109659314,-0.0317500047385693,0.0489020943641663,0.100196354091167,0.103226989507675,0.0713391080498695,-0.0655132606625557,0.065545916557312"
8638,Before Sunset (2004),Drama|Romance,"0.0720811188220978,0.0570549108088017,0.091340571641922,-0.0524470880627632,-0.128718748688698,-0.0845744386315346,0.0285278875380754,0.003256260883063,0.125250771641731,-0.0204106271266937"
1214,Alien (1979),Horror|Sci-Fi,"-0.0257275700569153,0.177382409572601,-0.0403057336807251,0.23024907708168,-0.131314560770988,-0.146385341882706,-0.0181016158312559,-0.251486659049988,0.0199987851083279,0.425646871328354"
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,"-0.0581701584160328,-0.0863301903009415,0.100260756909847,-0.181298762559891,0.081058606505394,0.048604242503643,-0.0046580056659877,0.0341904200613499,0.0094535015523433,-0.0163080729544163"
1459,Absolute Power (1997),Mystery|Thriller,"-0.0796627327799797,-0.12849922478199,0.122898682951927,-0.0378325656056404,0.069746807217598,-0.0349963717162609,0.05063870921731,-0.039411336183548,0.0497011803090572,0.110279560089111"
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"-0.0771885961294174,0.0402868986129761,0.0925061404705048,-0.0460255295038223,0.0484695211052895,-0.0217146277427673,-0.0736667960882187,0.0972709730267525,0.0845546498894691,0.203706160187721"
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,"0.0457637645304203,-0.139533534646034,0.136797368526459,-0.0877511873841286,0.0540851131081581,0.0690792351961136,-0.0361915342509747,0.0783867612481117,0.0962113440036774,0.113080114126205"
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"0.0467257723212242,0.0070720785297453,-0.101354598999023,0.0353296473622322,0.0930352881550789,-0.0019273119978606,0.0501647740602493,-0.0653651133179665,0.0763926729559898,-0.0272349994629622"
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance,"0.0860782191157341,-0.0660136342048645,0.151585847139359,0.0223632715642452,-0.0099858483299613,0.0855176225304604,0.109922431409359,0.0835125222802162,0.132958099246025,0.104520790278912"
474,In the Line of Fire (1993),Action|Thriller,"0.0644818916916847,0.098153717815876,0.0999374389648438,-0.0520637445151806,0.118073798716068,-0.0580345578491688,-0.0769333764910698,-0.0691600143909454,-0.0727412924170494,0.0039392723701894"
4069,"Wedding Planner, The (2001)",Comedy|Romance,"0.056824017316103,0.0144032035022974,-0.121112711727619,-0.0267603471875191,-0.0825581550598145,-0.0609501264989376,-0.0029644146561622,-0.0589458234608173,0.0290929768234491,-0.20910669863224"
90746,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,"0.0059235394001007,0.0191131271421909,0.0217213314026594,-0.0464133322238922,0.0426726043224335,-0.0080033577978611,-0.0134911565110087,-0.0296334568411112,0.0693710073828697,-0.0639369934797287"
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,"-0.0014042294351384,-0.034776221960783,0.0069169788621366,-0.239963486790657,-0.0080003747716546,0.0618920624256134,0.0988669991493225,-0.110490061342716,0.166729688644409,-0.029922790825367"
1729,Jackie Brown (1997),Crime|Drama|Thriller,"0.0760718509554863,0.0529224686324596,0.0562154911458492,0.079703189432621,-0.0427672974765301,-0.0069466833956539,0.0992521494626999,0.117499880492687,0.14788655936718,-0.0046815196983516"
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"0.0103931110352278,0.0966300815343857,0.105592280626297,0.112857185304165,0.195350751280785,-0.074372909963131,0.119633071124554,0.0321848914027214,-0.0369148179888725,0.11358093470335"
294,"Perez Family, The (1995)",Comedy|Romance,"0.054745402187109,0.0438762158155441,0.120070777833462,-0.179379522800446,-0.0280899237841368,0.0487281531095505,-0.0502533726394176,0.121507078409195,0.0556344799697399,0.065233550965786"
1468,Booty Call (1997),Comedy|Romance,"0.0219723451882601,0.0216579400002956,0.0762092396616936,-0.0386971905827522,0.0178075786679983,0.106124371290207,0.0157184787094593,0.0065855095162987,0.0374093018472195,0.0276746768504381"
3719,Love's Labour's Lost (2000),Comedy|Romance,"0.264468014240265,0.085856169462204,-0.266860097646713,-0.0066400431096553,-0.184412926435471,-0.0863995552062988,-0.184790030121803,-0.1665019094944,0.273703515529633,0.290552705526352"
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"0.0327983386814594,0.0136868609115481,0.0068121645599603,-0.0194125324487686,0.130400970578194,-0.114233806729317,0.146572783589363,0.0103232488036156,0.0332887805998325,0.129214316606522"
3029,Nighthawks (1981),Action|Drama,"0.0389600619673729,0.0321249105036259,0.0599930323660374,0.0709296762943268,-0.0055764215067029,-0.137090027332306,0.135146528482437,-0.0897813513875008,-0.0172122046351433,-0.0362785756587982"
4816,Zoolander (2001),Comedy,"0.137415826320648,-0.0219050999730825,0.0984942093491554,0.0142504619434476,0.0296035967767239,0.151782229542732,0.0106896990910172,-0.0148019706830382,0.0509364046156406,-0.0467880852520466"
1258,"Shining, The (1980)",Horror,"-0.0377524979412556,-0.0405675694346428,0.0307990033179522,-0.114405803382397,-0.0656911581754684,-0.0001859070180216,0.088177502155304,-0.133502587676048,0.166664689779282,0.0557359308004379"
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,"-0.0221510045230389,0.114942118525505,0.0855038017034531,-0.0937771201133728,0.127598106861115,-0.0997734367847443,0.104235142469406,0.0141155859455466,-0.0193311590701342,0.0088721392676234"
248,Houseguest (1994),Comedy,"0.0564661473035812,-0.0988082140684128,-0.107022531330585,0.0511966943740845,-0.0012837570393458,0.13797801733017,0.074656680226326,0.170285999774933,0.0892327129840851,-0.0360878370702267"
1292,Being There (1979),Comedy|Drama,"0.0246135462075472,0.125313267111778,-0.0889334678649902,-0.0330663323402405,-0.0474970750510693,-0.202435106039047,-0.0119950091466308,0.0578781366348267,0.100882850587368,0.077084556221962"
90430,Carnage (2011),Comedy|Drama,"0.0033185300417244,-0.0437745414674282,-0.0327399186789989,-0.0309851355850697,-0.0228248778730631,0.0009429482161067,0.121861025691032,-0.0479602888226509,0.0448758862912655,-0.0145552810281515"
4537,Running on Empty (1988),Drama,"0.110310114920139,-0.029825147241354,0.0581509545445442,-0.0560122989118099,0.0171858910471201,-0.0119878416880965,0.112793251872063,0.158406630158424,0.0630849674344063,0.150375992059708"
56286,I'm Not There (2007),Drama,"0.0196280907839537,0.069374792277813,-0.089921310544014,-0.101488888263702,-0.0691866800189018,-0.238820508122444,-0.0496468879282475,0.01422034855932,0.0273776687681675,-0.0832084566354752"
1994,Poltergeist (1982),Horror|Thriller,"0.0381394699215889,0.042716670781374,0.0488817691802979,0.0546765029430389,0.0768622681498528,-0.091478206217289,0.0819207951426506,0.0222986750304699,0.0372138060629368,-0.0234407968819141"
3157,Stuart Little (1999),Children|Comedy|Fantasy,"0.0479080714285374,-0.0048933778889477,0.116386525332928,-0.0528749600052834,0.056938249617815,0.141412004828453,0.0148704685270786,0.0790714994072914,0.0937588065862656,0.0381929352879524"
1889,Insomnia (1997),Drama|Mystery|Thriller,"-0.113406233489513,0.0971215143799782,-0.0156042315065861,-0.304112195968628,0.0694736689329147,0.0844294875860214,-0.0799799039959908,0.0392412096261978,0.0086030513048172,-0.0621645227074623"
2581,Never Been Kissed (1999),Comedy|Romance,"0.0763265639543533,-0.0047375843860209,-0.0361906699836254,0.0652061998844147,-0.0771427825093269,0.0962589904665947,0.0327451899647713,0.0526671893894672,-0.0299156978726387,-0.282852083444595"
