itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.0242786407470703,0.179108455777168,-0.11890471726656,0.025573993101716,-0.0135122770443559,0.0297655332833529,0.133277744054794,0.145317018032074,0.0850028917193413,0.250722140073776"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.486223250627518,0.0364322327077389,0.288995653390884,0.128273069858551,0.197141632437706,0.227868184447289,0.174648478627205,0.301147162914276,-0.232054382562637,0.346020936965942"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0543547905981541,-0.126676172018051,-0.285695821046829,-0.106367528438568,-0.166400834918022,-0.398127228021622,0.146247163414955,0.412441283464432,0.0273046866059303,0.299799054861069"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.93978750705719,-0.334909856319427,-0.210997119545937,0.285858690738678,0.968670547008514,-0.268346846103668,0.0631167888641357,-0.0678266882896423,-0.214487418532372,-0.0461295768618584"
3238,Eye of the Beholder (1999),Thriller,"-0.132327541708946,-0.227290883660316,-0.102212391793728,-0.0533871315419674,0.0907674804329872,-0.0480421185493469,-0.0033526783809065,0.177540108561516,0.0208016876131296,0.30208894610405"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.462436378002167,0.421872019767761,0.22943003475666,-0.0807970613241196,0.550248026847839,0.290881395339966,0.404548853635788,0.085286445915699,-0.0530407801270485,0.685158312320709"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.11114726960659,0.115175299346447,0.394174426794052,0.0326497480273247,0.242684900760651,-0.316662758588791,0.166172474622726,0.0983994379639626,0.601653456687927,0.0294713340699673"
87413,Bernie (1996),Comedy|Drama,"0.0898740962147713,0.192726001143456,0.0701570585370064,-0.176389262080193,-0.14914707839489,0.0530482456088066,0.116024173796177,0.328397035598755,-0.105267807841301,0.163762837648392"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.155862495303154,-0.162284076213837,0.126951023936272,0.252519607543945,-0.507317841053009,0.222374260425568,-0.365118414163589,-0.224232599139214,0.110808029770851,0.118664719164371"
237,Forget Paris (1995),Comedy|Romance,"-0.335308611392975,-0.278429299592972,0.274081826210022,-0.103190205991268,0.109528630971909,0.245531797409058,0.0112457042559981,0.0429410971701145,0.0281087700277567,0.231289729475975"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"-0.391058474779129,0.697796881198883,0.0058125657960772,0.165326967835426,0.189783155918121,0.127889588475227,0.366098701953888,0.197376117110252,-0.0853639021515846,0.0207048822194338"
786,Eraser (1996),Action|Drama|Thriller,"-0.196204170584679,-0.0685418918728828,0.232432574033737,-0.0932525917887688,0.253145307302475,-0.162927463650703,0.246901348233223,0.0926439017057419,0.319408863782883,0.119907729327679"
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,"0.453239500522614,-0.276040285825729,-0.159936800599098,-0.217439562082291,0.0581098087131977,-0.348445147275925,-0.0367605648934841,-0.565120697021484,-0.173558428883553,0.182811543345451"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,"-0.345901519060135,-0.172451481223106,-0.149117857217789,-0.232684746384621,-0.128288075327873,-0.146332830190659,0.134486377239227,-0.0009902117308229,0.0775613933801651,-0.0324450358748436"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"-0.259291887283325,0.0743708238005638,0.165960922837257,0.0247168559581041,-0.12843756377697,0.184599503874779,0.239817872643471,0.375558763742447,0.469947308301926,0.587507426738739"
3675,White Christmas (1954),Comedy|Musical|Romance,"-0.470513612031937,-0.931170880794525,0.0212477222084999,0.405761390924454,-0.67804491519928,-0.0139241274446249,-1.33775556087494,-0.0793062746524811,-0.16771200299263,-0.857022702693939"
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,"-0.362144082784653,-0.0101731857284904,0.33077797293663,0.356853038072586,0.203815907239914,0.386498779058456,0.0286676101386547,0.0469549745321274,-0.301451772451401,0.173168942332268"
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,"-0.608601868152618,0.12529693543911,0.290182322263718,-0.105343997478485,0.0047825700603425,0.108235061168671,0.278765857219696,0.0207011662423611,-0.226769551634789,-0.0082855774089694"
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,"-0.521357238292694,-0.416031211614609,-0.311199396848679,-0.124142222106457,0.377742320299149,-0.516264617443085,-0.0946735814213753,0.170209005475044,-0.264593094587326,-0.0265226438641548"
81845,"King's Speech, The (2010)",Drama,"-0.284517645835876,-0.165125891566277,-0.124877020716667,-0.203562512993813,-0.0072583118453621,0.234816029667854,-0.354933649301529,-0.0746961906552315,0.0016829218948259,-0.118351981043816"
3801,Anatomy of a Murder (1959),Drama|Mystery,"-0.186648488044739,-0.262999981641769,0.191938191652298,0.262512266635895,-0.374482452869415,0.315875381231308,-0.447269469499588,-0.129983991384506,-0.301344484090805,-0.0553069487214088"
4239,Blow (2001),Crime|Drama,"-0.411361634731293,-0.212854221463203,0.0914181768894196,0.164004057645798,0.226630687713623,-0.0107638174667954,0.0466648265719414,0.203413128852844,-0.137657940387726,0.254641234874725"
107406,Snowpiercer (2013),Action|Drama|Sci-Fi,"0.240427792072296,0.305603742599487,0.164943411946297,-0.371017307043076,-0.0922441110014915,-0.414732843637466,0.145935580134392,-0.133446231484413,0.381837159395218,-0.176242351531982"
728,Cold Comfort Farm (1995),Comedy,"-1.15266788005829,-0.0454455949366093,-0.559318363666534,0.2576624751091,1.16869473457336,0.293442189693451,-0.0435316450893879,-0.0338938646018505,-0.590886890888214,-0.375794619321823"
2091,Return from Witch Mountain (1978),Children|Sci-Fi,"-0.694900035858154,-0.703891158103943,-0.0779309496283531,-0.112739220261574,-0.0160469580441713,0.474236488342285,-0.649864494800568,-0.420162290334702,0.0402274504303932,-0.184814929962158"
1676,Starship Troopers (1997),Action|Sci-Fi,"-0.0498638078570366,0.212268874049187,0.400592058897018,-0.23742088675499,-0.0166673716157675,0.0844118520617485,0.216413214802742,0.441170334815979,0.0397653095424175,0.0596449784934521"
92509,"Vow, The (2012)",Drama|Romance,"-0.259861677885056,-0.278827756643295,-0.0608925074338913,-0.421212643384933,0.371951103210449,-0.167226433753967,-0.286700040102005,-0.309107512235641,0.278583884239197,0.17603388428688"
5527,Possession (2002),Drama|Romance,"-0.0313303805887699,-0.25965091586113,0.211696699261665,-0.476380854845047,-0.017176128923893,0.168602585792542,0.0806198865175247,0.0098341023549437,0.686384201049805,0.261963427066803"
2282,Pecker (1998),Comedy|Drama,"-0.464367687702179,0.446547567844391,-0.134319067001343,-0.0083215124905109,0.36680594086647,0.0486265569925308,0.134259656071663,0.0151294199749827,-0.0490256026387215,0.5500408411026"
117590,Horrible Bosses 2 (2014),Comedy|Crime,"-0.168790593743324,0.0729026645421982,-0.192709565162659,0.0389681123197079,0.338142663240433,0.0540850535035133,0.461193799972534,0.21610651910305,-0.136557057499886,0.346804320812225"
3468,"Hustler, The (1961)",Drama,"0.244264617562294,0.0722768232226372,-0.0847689285874367,-0.419814079999924,-0.268908768892288,-0.496046215295792,0.0134331807494164,0.518916547298431,-0.524528503417969,0.25793719291687"
2353,Enemy of the State (1998),Action|Thriller,"0.242509543895721,0.469638735055923,0.269234478473663,-0.160343185067177,-0.0840243250131607,0.177906349301338,0.271249175071716,0.0955435335636139,0.162434235215187,0.657594501972198"
235,Ed Wood (1994),Comedy|Drama,"-0.679795622825623,-0.0382444076240063,-0.285880982875824,-0.200027003884315,0.490750849246979,0.0889202728867531,-0.0461815260350704,0.229447454214096,-0.222719490528107,-0.0495089590549469"
1077,Sleeper (1973),Comedy|Sci-Fi,"-0.481232196092606,-0.123249016702175,-0.0027772800531238,0.411034464836121,-0.209798023104668,0.357205450534821,-0.338409125804901,0.498132407665253,-0.481735229492188,0.106774978339672"
8638,Before Sunset (2004),Drama|Romance,"0.492133498191833,-0.222740218043327,-0.0594044961035252,-0.254399418830872,0.171164900064468,-0.0114222690463066,0.212784305214882,0.865782737731934,0.041603147983551,-0.117532171308994"
1214,Alien (1979),Horror|Sci-Fi,"0.187168017029762,-0.57589453458786,-0.405089497566223,0.460265100002289,-0.838173687458038,0.731164753437042,-0.355486214160919,-0.813926160335541,0.310309171676636,-1.18587243556976"
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,"-0.184662863612175,-0.25960037112236,-0.157267555594444,0.152988463640213,0.311980068683624,-0.413800835609436,0.226730316877365,0.288348853588104,-0.0620405040681362,0.145810186862946"
1459,Absolute Power (1997),Mystery|Thriller,"-0.331827908754349,-0.214077144861221,-0.431570053100586,0.125823512673378,0.314126074314117,-0.375029474496841,0.0263352971524,-0.190974146127701,0.224371328949928,-0.305933564901352"
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"-0.385291308164597,-0.771167397499084,-0.0987582579255104,-0.0787905305624008,0.27634260058403,-0.411607831716537,-0.290681779384613,0.122336588799953,0.0058212182484567,-0.48112878203392"
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,"-0.225463643670082,-0.0995276868343353,-0.35251721739769,-0.107903681695461,0.737734973430634,-0.333522707223892,-0.0831621587276459,-0.0170997269451618,-0.1202028170228,-0.114738896489143"
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"-0.108867101371288,-0.165290415287018,0.0433975048363209,0.173396810889244,0.18224224448204,0.440673679113388,-0.0113653028383851,-0.24566350877285,0.369931221008301,0.197910487651825"
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance,"-0.818954050540924,0.359989702701569,-0.2198486328125,-0.0431333631277084,0.502798795700073,-0.0537935681641102,-0.0109519241377711,0.208365619182587,-0.287214457988739,-0.126358866691589"
474,In the Line of Fire (1993),Action|Thriller,"0.160339370369911,-0.447901964187622,0.0665195286273956,0.239505782723427,-0.383024990558624,-0.417329788208008,-0.280818343162537,0.18416003882885,-0.0600611343979836,0.21995435655117"
4069,"Wedding Planner, The (2001)",Comedy|Romance,"0.280942678451538,0.317894577980042,0.251416891813278,-0.395246535539627,-0.176136419177055,0.318021565675735,0.37506964802742,0.285802513360977,0.309276968240738,0.651248276233673"
90746,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,"-0.0890026688575745,-0.114093638956547,0.067020021378994,-0.0044097020290792,0.0199521109461784,-0.122912928462029,0.191071525216103,0.135786280035973,0.202399685978889,0.282714456319809"
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,"-0.159072086215019,-0.458731174468994,-0.284319967031479,-0.251066327095032,0.152293369174004,-0.254930108785629,0.458971053361893,0.225119799375534,-0.244645819067955,0.310984462499619"
1729,Jackie Brown (1997),Crime|Drama|Thriller,"-0.192249059677124,0.354235231876373,0.230315610766411,0.112879164516926,0.256662040948868,0.209915488958359,0.281951695680618,0.274548023939133,0.0735256150364876,-0.313811004161835"
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"-0.175009727478027,-0.585868954658508,0.41618025302887,0.151649340987206,-0.0351353324949741,-0.1302340477705,-1.04263234138489,0.314923256635666,-0.294098705053329,-0.0340616106987"
294,"Perez Family, The (1995)",Comedy|Romance,"-0.390519320964813,-0.171692833304405,-0.369301229715347,-0.0645871087908745,0.356169700622559,-0.372209072113037,0.0262987352907658,0.569391965866089,-0.077824205160141,-0.0517358966171741"
1468,Booty Call (1997),Comedy|Romance,"-0.232702434062958,-0.12095107883215,-0.0402206443250179,0.25951886177063,0.1848414093256,-0.027833316475153,0.0793376863002777,0.306638926267624,-0.20672133564949,0.081076942384243"
3719,Love's Labour's Lost (2000),Comedy|Romance,"-0.0223739538341761,-0.889552175998688,-0.790868043899536,-1.14057159423828,0.0034431384410709,0.850009858608246,-0.0997362956404686,-0.0695844292640686,0.132256656885147,-0.21767857670784"
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"-0.597760081291199,-0.498435318470001,-0.0803499817848206,-0.0357518494129181,0.100576497614384,0.0755257159471512,-0.497499227523804,0.0427126809954643,0.140676349401474,-0.040598776191473"
