itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.0134958494454622,0.0176701974123716,0.0078835375607013,-0.0067302896641194,-0.0131571656093001,0.0086742835119366,0.0032977387309074,0.0078880442306399,-0.001971726771444,0.0039963438175618,-0.0072441534139215,0.0028018129523843,0.0287687722593546,-0.0020560454577207,-0.016276128590107,-0.0063306353986263,0.0105698518455029,0.0096578141674399,-0.0044859494082629,-0.0072845430113375,0.011301095597446,-0.0256825499236584,-0.013987104408443,-0.0117818312719464,-0.0051616844721138,0.0012554920976981,-0.0032398842740804,0.0114946337416768,-0.0184497199952602,0.0204307660460472,-0.0089540909975767,0.0064791617915034,0.0160782560706139,0.0041344906203448,-0.0038916529156267,0.0048179463483393,0.0146520948037505,0.0010779740987345,0.0269024539738894,-0.0039328602142632,0.0133439153432846,-0.0092137176543474,0.0168249178677797,-0.0004120606172364,0.0163011364638805,-0.002817008877173,0.0189765505492687,0.0035888177808374,-0.0059365099295973,-0.0099473651498556,-0.0199355222284794,0.0114634986966848,0.008206601254642,0.0024096951819956,-0.0336482338607311,-0.0063443924300372,0.0032400330528616,-0.009158450178802,-0.0073667797259986,-0.0182774886488914,-0.0008201174787245,0.0043456787243485,-0.0008608303032815,0.0024519015569239,-0.0059228483587503,0.0004322242748457,0.0208864733576775,0.01344074588269,-0.0058677475899457,-0.0056533375754952,0.0055897524580359,0.0052758213132619,-0.0069265938363969,0.0117319962009788,0.0045912815257906,0.0028213988989591,-0.0150014590471983,0.0002404808474238,0.0038286359049379,0.0016655162908136,-0.0077966530807316,0.0068760984577238,-0.0063181007280945,-0.0030004670843482,0.0012174032162874,0.0117887808009982,0.0001762109459377,-0.0021270215511322,-0.0054762447252869,-0.0126694273203611,-0.0068438821472227,-0.0273734088987112,-0.0007541073136962,-0.0131431091576815,-0.0237354077398777,0.0015737648354843,0.0055467765778303,-0.0114288860931993,0.0063459109514951,-0.0157182291150093"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.0222218949347734,0.0020226507913321,0.0241861492395401,-0.010417609475553,-0.007383095100522,0.0006236835615709,-0.0097584258764982,-0.0056303539313375,-0.0138100860640407,-0.0110143171623349,0.0016154305776581,-0.0179013255983591,0.0246481671929359,-0.0020716295111924,-0.026774549856782,0.001979676540941,-0.0081825982779264,-0.0170656368136406,-0.004480923525989,-0.0026513922493904,0.008220694027841,0.001680540270172,0.0041017024777829,-0.0001440837222617,0.0092316688969731,-0.0135986004024744,-0.0177116543054581,-0.0142121138051152,0.0211617331951857,0.0405661389231682,0.006808141246438,0.0157739911228418,-0.0105331689119339,-0.010221540927887,0.0071847597137093,-0.0094529343768954,-0.0282556768506765,-0.0125609450042248,0.0002292199642397,0.0026333169080317,0.0125598991289735,-0.014811085537076,-0.0125405332073569,0.0285462569445372,0.0044752652756869,-0.0113242501392961,-0.0090482495725154,0.0199785754084587,0.0010976139456033,-0.0120644820854068,0.0251160189509392,-0.0038069379515945,-0.0119045292958617,0.0094667430967092,0.0112619865685701,0.0076726716943085,-0.0196839161217213,0.0005307141691446,0.0028846897184848,-0.002404649509117,-0.0173874907195568,-0.0069914390332996,0.0100499698892236,0.0123901963233948,0.0083098858594894,0.0207711644470692,0.0005357812624424,7.86258970038034e-05,0.0022341953590512,-0.010816334746778,0.0094360690563917,0.0167225729674101,-0.0027339048683643,0.0112253064289689,0.0013651517219841,-0.0134218009188771,0.0039133871905505,0.004120766185224,-0.003903878852725,-0.0014698085142299,-0.002646679058671,0.0085814045742154,-0.0057818046770989,0.0164851434528828,-0.002871642820537,0.008844643831253,-0.00122236891184,-0.0149569250643253,-0.0101083656772971,-0.0126387178897858,-0.0063680624589324,0.0038351840339601,0.0009918828727677,0.003066316479817,-0.0124633759260178,0.0018351000035181,-0.0107443360611796,-0.0137124685570598,-0.0006741979741491,-0.0130539545789361"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0020602226722985,-0.0017681963508948,0.0164849814027548,0.0087193548679351,0.0108820060268044,0.0108768232166767,-0.0041825980879366,-0.0005735641461797,0.0105972150340676,-0.004445506259799,-0.0026742639020085,-0.010337776504457,0.0036620937753468,-0.0029171225614845,0.0018155011348426,-0.0167708545923233,0.0078306142240762,0.016860680654645,0.0038800495676696,0.0053312643431127,0.012767038308084,-0.0228781197220087,0.007789459079504,-0.0047621740959584,-0.0082556819543242,-0.0349636003375053,-0.0171072036027908,-0.0155919240787625,-0.0121274124830961,0.0057700937613844,0.0037324868608266,0.0171661879867315,0.0187917910516262,0.0019591494929045,0.0249285455793142,-0.0053142262622714,-0.007068034261465,0.0083633735775947,0.0324842594563961,-0.0023758162278682,-0.0292744655162096,-0.0184975080192089,0.0047164857387542,-0.0173959080129862,0.0235007870942354,0.0128983203321695,0.0240448899567127,-0.0083775641396641,-0.0115172993391752,-0.0041776052676141,-0.0060440385714173,0.0058859810233116,-0.007232463452965,0.0135396597906947,-0.0061657461337745,-0.0037097216118127,0.0074091111309826,-0.0114623792469501,0.0039612515829503,-0.0227544251829386,-0.0200144071131945,-0.0178319402039051,-0.02383684925735,0.0017345839878544,-0.0109496098011732,0.008089036680758,0.0066376263275742,-0.0230833757668734,-0.0094354888424277,-0.0077343583106994,0.0229047108441591,0.0092544369399547,-0.0112911947071552,0.0047998186200857,-0.0002656959404703,0.0054635517299175,-0.0140732498839498,-0.0032479695510119,-0.0009941437747329,0.0122676054015756,-0.022327059879899,0.0082184458151459,-0.0236742291599512,-0.0067269634455442,-0.010735553689301,-0.007768964394927,0.004424700513482,-0.0105989947915077,-0.0028370020445436,-0.0036475651431828,-0.0089299501851201,0.0196945518255234,0.0057639023289084,-0.0099033303558826,-0.0037926437798887,0.0263138134032488,-0.0015121278120204,-0.0239862389862537,0.0221970360726118,-0.0002150024665752"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.0074645467102527,-0.0211234465241432,0.0289711393415928,0.0060647502541542,-0.0113298073410988,-0.004976883996278,0.0066910865716636,0.0036345920525491,-0.0275049172341824,-0.0237578712403774,0.0085463635623455,0.0021473702508956,-0.0238142907619476,0.0068891993723809,0.0072028543800115,0.041896928101778,0.0185584854334593,0.0192973166704178,0.0037783698644489,-0.0123016759753227,0.0075722350738942,0.0190924238413572,0.0083237625658512,0.020496966317296,-0.000886199355591,-0.0051501803100109,0.0364139340817928,0.0007180758984759,0.0126787843182683,0.0212573017925024,-0.0148429032415152,-0.0083299139514565,0.0025319540873169,0.0052490611560642,0.0044925021938979,0.0129911825060844,-0.0068786577321589,-0.0083269253373146,0.0036839293316006,0.0224714130163193,0.0239691641181707,-0.0032714724075049,0.0006970769609324,0.0135809620842338,0.0086181201040744,-0.0151231028139591,0.022098746150732,-0.0066364416852593,-0.0222517196089029,0.0038188530597835,0.0136249186471105,0.018561651930213,-0.012861268594861,-0.0182734951376915,-0.009524468332529,0.0238925348967314,-0.0277277063578367,-0.0050014466978609,0.0087011577561497,-0.0203583519905806,-0.0196290705353022,-0.0014445731649175,0.0006735558854416,0.0019029402174055,0.0015118034789338,0.0220642797648907,0.0029505640268325,-0.0096149267628788,-0.0206635445356369,0.0217990688979626,0.0271579883992672,-0.0274093877524137,-0.0274926666170359,0.012914408929646,-0.0045688585378229,-0.0234434604644775,-0.0228408556431532,0.0079479198902845,-0.0464560762047768,0.0169940814375877,0.0050946064293384,0.0087328413501381,0.0047683496959507,-0.018820159137249,0.014496948570013,-0.0053280955180525,0.0038572812918573,-0.0019403524929657,0.0032828969415277,0.0239973533898592,0.0052815554663538,-0.0053665237501263,0.0098400134593248,-0.0056721931323409,0.0129652451723814,0.0030451384373009,0.0025693729985505,0.016131766140461,0.0247868541628122,-0.0068033151328563"
3238,Eye of the Beholder (1999),Thriller,"0.0125979855656624,-0.0155110508203506,0.0284520424902439,-0.0083107436075806,-0.0137358698993921,0.0168289449065924,0.0024560124147683,-0.0012738659279421,-0.0248488560318947,-0.0092514362186193,-0.0038876391481608,0.0090528139844536,0.0230357591062784,0.0002642803592607,0.0007109800935722,-0.009711000137031,0.0165582280606031,0.0198391284793615,0.0319077000021935,0.0159647725522518,-0.0034517622552812,-0.0049593495205044,0.0137209808453918,0.0001987877622013,-0.0049347397871315,-0.0042166314087808,-0.012244114652276,-0.014383495785296,-0.0046239043585956,-0.0038588631432503,0.0011610354995355,0.0011644940823316,-0.0136490575969219,-0.0036874092184007,0.0032835407182574,0.0121500371024013,0.0138421505689621,-0.0034308775793761,0.0150996334850788,0.003925256896764,-0.0024371189065277,0.0004806900396943,0.0204612240195274,0.0151737881824374,-0.0030578922014683,-0.01549515966326,-0.0064429244957864,0.0048766518011689,-0.0097748711705207,0.0034399798605591,-0.0141168972477317,0.0023378401529043,0.0022090927232056,-0.0105453748255968,-0.0070851789787411,0.0016076237661764,-0.0083426358178257,0.0087306890636682,0.0043020541779696,-0.0042738961055874,-0.0135349053889513,0.0176287442445755,0.0073018441908061,-0.001599004259333,-0.0262646172195673,0.0040893689729273,-0.0190719310194254,0.0133076552301645,-0.0141358068212867,-0.0031383861787617,0.0199545435607433,-0.0067589492537081,-0.0077747711911797,0.0149597311392426,-0.019870113581419,0.0349587500095367,-0.0112417275086045,-0.0363337583839893,-0.0223802160471678,0.003430341836065,-2.48628475674195e-05,0.0033212336711585,-0.0175934061408043,-0.0063703604973852,0.0080795139074325,0.0117381494492292,0.0119097530841827,0.0027478097472339,0.0100642303004861,0.0029907603748142,-0.0142620438709855,-0.0180456507951021,0.0001927534030983,-0.0033873193897306,-0.0065066451206803,0.0042575285769999,-0.0039245774969458,0.0171694736927748,0.01007089484483,-0.0126955872401595"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.0008366423426195,-0.0147261284291744,0.0098268445581197,-0.0252274442464113,-0.0076538762077689,0.0161139592528343,-0.0005862497491762,-0.0186284519731998,0.0058083673939108,-0.0060865539126098,0.0099161248654127,0.0016305394237861,-0.0039574387483298,-0.0044042984955012,0.0168479736894369,-0.0001368468365399,-0.019665913656354,0.0020828479900956,0.033042885363102,0.0002104226587107,-0.0067633748985827,0.0075291073881089,-0.0233246069401503,-0.0081959227100014,-0.0021606623195111,-0.0151461707428098,0.017261940985918,-0.0255328137427568,0.0212892573326826,0.0301677566021681,-0.0145358722656965,-0.0130393570289016,0.001498429919593,-0.0027991198003292,0.0074430676177144,-0.0154450936242938,-0.0079165501520037,0.0074665332213044,0.0023334524594247,0.013523037545383,0.0210576262325048,-0.0057886261492967,0.0017113116336986,-0.003349108621478,0.003119162749499,0.0118902679532766,0.00713716680184,0.0184559710323811,-0.0085167819634079,-0.0021925596520304,0.0079402048140764,0.012939945794642,0.0052372417412698,-0.0137555319815874,0.0120078744366765,-0.0121417818590999,-0.0047011417336762,-0.0040812874212861,0.0064810933545231,-0.0054294257424771,0.0036132694222033,0.0032863419037312,0.0146080711856484,0.015582368709147,0.0019358830759301,0.0265442878007889,-0.0007115506450645,-0.0028159415815025,0.0033507738262414,-0.0020483587868511,0.0085958028212189,0.0288142282515764,0.0121155483648181,0.0208326242864132,0.0041828681714832,-0.013076102361083,-0.0012978663435205,0.0151583114638925,-0.0015207673422992,-0.0079160034656524,0.0247218851000071,-0.01441356446594,0.0016189562156796,-0.004184456076473,0.0176093894988298,-0.0036206205841153,0.0021576264407485,-0.0176639966666698,0.0025807372294366,-0.0035358539316803,0.0232278741896152,-0.0092407464981079,0.0140945995226502,-0.003376247594133,-0.0011916944058612,0.0131629193201661,-0.020379675552249,-0.0051539065316319,0.0128272287547588,-0.0132417026907206"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.0366276577115059,-0.0014235206181183,0.0498365089297295,0.0277549084275961,-0.0062062079086899,0.0042574387043714,0.0074684065766632,0.0333905592560768,-0.0530467592179775,-0.0086480658501386,0.0139542035758495,-0.0088062798604369,0.0166093036532402,0.0322350487112999,-0.0013086203252896,-0.0339014790952206,0.0005429125740192,0.0266333110630512,0.0035059368237853,-0.0424387976527214,-0.0223753452301025,-0.0146930702030659,0.0063956389203667,0.0012435517273843,-0.0094848237931728,-0.0322075001895428,0.0350676253437996,0.0011273816926404,0.0084048276767134,-0.0067028813064098,-0.0159822218120098,0.0129880122840405,0.0087947966530919,0.034136276692152,-0.0162450894713402,0.0165189076215029,0.0089240698143839,0.0036493842490017,0.0212905537337065,-0.0047282180748879,-0.0030700808856636,0.0206131357699633,-0.026822779327631,-0.0357273370027542,-0.0094591528177261,-0.0053869318217039,5.2140709158266e-05,-0.0245205797255039,-0.0277189631015062,0.0058196079917252,0.0468303225934505,-0.01217086520046,0.0242978502064943,0.0168745238333941,0.0271282587200403,0.004136701580137,0.0322649329900742,0.0055442126467824,-0.0127351097762585,-0.0181692019104958,-0.0047634285874664,-0.0184232871979475,0.0113978097215295,-0.0460911951959133,-0.0118433712050319,-0.0396256558597088,-0.0070442734286189,0.0206308979541063,-0.0045366822741925,-0.0153670646250248,0.0222377087920904,0.0154640134423971,-0.0221399702131748,-0.0120010431855917,-0.0160411559045315,0.0044474569149315,0.0047950563021004,0.0081733902916312,-0.0001588043087394,-0.0038525045383721,-0.0150385927408934,-0.0080390609800815,0.0200806949287653,-0.0025015852879732,0.0150622073560953,-0.0202233660966158,-0.0240278244018555,-0.014756815508008,0.0018563296180218,0.0105157354846597,-0.0119457812979817,0.0026048305444419,-0.0135371079668403,0.0339756831526756,0.0168219394981861,-0.0095051107928156,0.0053798793815076,0.0371264964342117,0.0130585106089711,-0.0061193825677037"
87413,Bernie (1996),Comedy|Drama,"-0.0057413587346673,0.006501633208245,-0.0196167174726725,0.0066947937011718,-0.0056631285697221,0.0054921871051192,0.0123779941350222,-0.008147376589477,0.0028092842549085,-0.0161957833915949,-0.0014674663543701,-0.0180726386606693,0.0161378011107445,0.0128999929875135,-0.0198041945695877,-0.0039803301915526,0.0070407050661742,-0.009853390045464,-0.0019451273838058,0.0016609029844403,-0.0195416584610939,-0.0169469080865383,0.0009972074767574,0.0049728923477232,-0.0086949411779642,-0.0016162331448867,-0.025180933997035,-0.0132150007411838,0.0008898849482648,-0.007628021761775,-0.0108612971380353,-0.0089281378313899,0.0178599860519171,0.0149054080247879,-0.0022518441546708,-0.0036413457710295,-0.0047701983712613,0.0099272923544049,0.0296430513262749,-0.0171970427036285,0.0007572771864943,-0.0075397426262497,-0.0026014407631009,-0.0051837493665516,0.0155761418864131,-0.0019132932648062,0.0096625722944736,-0.0031731100752949,0.000204850337468,0.0125662507489324,-0.020846638828516,0.0020368727855384,0.0065668858587741,0.0060301893390715,-0.0071325618773698,0.0032339368481189,-0.0058905947953462,-0.0065974732860922,-0.0028501756023615,0.0105761289596558,-0.0107605066150427,-0.0048130140639841,0.0083691105246543,-0.0048986934125423,-0.0179805252701044,0.0142808761447668,-0.0053462353534996,-0.0024132095277309,0.0049326810985803,-0.0132592273876071,0.0026182834990322,-0.00457693496719,-0.0065587786957621,-0.0026941646356135,0.0080291051417589,0.0100013911724091,-0.0083234552294015,0.0039044732693582,-0.0122852139174938,-0.0097355702891945,0.0008381124353036,-0.0022223650012165,0.0021753101609647,-0.0012286845594644,0.0017373746959492,0.0131803080439568,0.00494224159047,-0.0054827257990837,-0.0058666779659688,-0.0332604162395,-0.0068775531835854,0.0133179808035493,0.0063526490703225,-0.0069897309876978,-0.0117003982886672,0.00373151502572,-0.0032335482537746,-0.0245824381709099,-0.0029747972730547,-0.0104786353185773"
2640,Superman (1978),Action|Adventure|Sci-Fi,"0.0142073184251785,-0.0171657670289278,0.0097629548981785,-0.0349944084882736,0.0121442032977939,0.0043640458025038,-0.0147404987365007,-0.0115717202425003,-0.0069333771243691,0.0026944910641759,0.0063898069784045,0.0088098486885428,-0.0084013706073164,0.0145129589363933,-0.0184219032526016,-0.0190295670181513,-0.0204926840960979,0.0078381560742855,0.0133746983483434,-0.003220523474738,-0.0006022051675245,-0.0235554333776236,-0.0275272224098444,0.0197317060083151,0.0071405745111405,0.0079817231744527,0.0053168358281254,0.0156691577285528,0.019406620413065,0.0235947351902723,0.0158803053200245,-0.0089537613093853,-0.0031443329062312,-0.0111446231603622,-0.0009264358668588,-0.0011394252069294,-0.0163059439510107,0.0188636612147093,-0.0185444690287113,-0.0076116174459457,-0.021972393617034,0.0033130017109215,-0.0266944114118814,-0.0163678843528032,0.0187495779246092,0.0230023134499788,0.0033118305727839,-0.0035621621645987,0.0069717885926365,-0.0243932250887156,-0.0087653808295726,-0.0204955842345953,0.0040735825896263,-0.009138636291027,-0.0234090965241194,0.0061140558682382,-0.0138195632025599,-0.0015549124218523,-0.007612042594701,0.0066862255334854,-0.0098366495221853,-0.0049043716862797,-0.0235640555620193,-0.0119361281394958,0.0314837507903576,-0.0226272568106651,0.0139541942626238,0.0068332972005009,0.0063420850783586,-0.0131270680576563,0.0065527679398655,0.0130564151331782,-0.0031157375779002,-0.0113090211525559,-0.0198889020830393,-0.0009323782287538,-0.017875837162137,-0.0069021531380713,-0.0032999773975461,-0.0075238323770463,0.002223850460723,-0.0061192824505269,0.0181369967758656,-0.0101882955059409,0.0019220469985157,0.0018990885000675,0.0030099495779722,-0.0059994161128997,-0.0087553337216377,-0.0003953820560127,-0.0207710955291986,0.001448267721571,0.0075029963627457,-0.0069929361343383,-0.0071802521124482,-0.01020064111799,0.0185537245124578,-0.0212232265621424,-0.0027342021930962,-0.0003548147215042"
237,Forget Paris (1995),Comedy|Romance,"-0.0101956082507968,0.0023892135359346,0.0116698667407036,-0.0031265639699995,-0.0057044741697609,-0.0106568448245525,0.0156705100089312,0.01023836620152,-0.0007607213337905,-0.0080850338563323,-0.0227330084890127,-0.0025678980164229,0.013349361717701,0.0039258259348571,-0.0071375397965312,0.0120093310251832,0.0199423711746931,-0.0164126008749008,-0.0144174322485924,0.0243885461241007,0.0113935563713312,0.0080444365739822,-0.0040602623485028,0.0044297860004007,-0.0001872116845333,-0.000773997278884,-0.0090968608856201,-0.0201294049620628,-0.0099004786461591,0.0131723741069436,0.0116965770721436,0.0020088809542357,-0.0041140811517834,-0.0230489689856768,0.0008553296211175,-0.0178536176681519,-0.0020409768912941,0.0103414673358202,-0.0057182968594133,0.0051227249205112,-0.0152539238333702,-0.0025361268781125,-0.0117526715621352,-0.0079786758869886,0.0244759526103735,-0.0043936665169894,0.0118955606594682,0.0047274897806346,0.0048563424497842,-0.0137907229363918,-0.0040300879627466,-0.0074184169061482,-0.0100036272779107,0.0050039715133607,-0.0113422777503729,0.0340068563818932,0.0049201906658709,-0.0148604940623045,-0.0101895406842232,-0.0046356273815035,0.007706357166171,-0.0316950716078281,-0.0067691202275455,-0.0176983084529638,0.0004016768070869,0.0100221512839198,-0.0044963527470827,-0.0244138035923243,-0.0119073633104563,-0.0049774115905165,0.0051644402556121,-0.0090717803686857,-0.0088601950556039,-0.0117705790325999,0.019321059808135,-0.0054306495003402,-0.0020122309215366,0.0126430839300156,0.0066870609298348,-0.0073725082911551,0.0109084649011493,-0.0078389951959252,-0.031410276889801,0.0064630419947207,-0.0044663697481155,-0.0214927364140749,0.0162971671670675,0.0067814444191753,-0.0063677676953375,-0.0042876391671598,0.0025470675900578,-0.0018756914651021,-0.001202720683068,0.0004308642819523,-0.0101219424977899,0.0044426512904465,-0.0079991305246949,0.0119258956983685,0.0160086825489998,-0.0019452779088169"
