itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0174079239368439,0.0799255818128586,0.0441473871469498,0.0092557417228817,0.0801834166049957,-0.0976708829402924,-0.0327576696872711,0.0487962886691093,-0.038468349725008,-0.0046085813082754,0.0538738220930099,0.0134571557864547,0.0057055270299315,0.002209878526628,0.0109609086066484,-0.0031569933053106,0.0342480950057507,-0.0574788674712181,0.0477594137191772,-0.0059850290417671,0.0686988979578018,-0.0140891205519438,-0.0174083728343248,-0.0126146841794252,0.0008047062437981,0.0112379128113389,-0.0860237926244736,-0.0207633655518293,-0.0600939095020294,0.0312204230576754,-0.0340633392333984,0.0674715861678123,-0.0216907542198896,0.0473858714103699,0.0806894600391388,-0.0252689756453037,-0.0585675425827503,-0.0897029861807823,0.0097206914797425,0.0226225294172764,0.0206270180642605,0.0486446768045425,0.074497677385807,-0.0003438201965764,-0.0181636177003384,-0.0548824928700924,0.0141361756250262,-0.0966258496046066,-0.0608342923223972,0.019645880907774,0.0235700681805611,0.0536002777516842,-0.0218351874500513,-0.0242760982364416,-0.0709992572665215,-0.0373835004866123,-0.0250692460685968,0.0335375070571899,0.0815178528428078,0.0461927652359009,-0.0207211244851351,-0.0908323228359222,-0.0232168212532997,0.0254343934357166,0.046077199280262,-0.0620592087507248,-0.0763823315501213,0.104598104953766,0.0769794210791588,0.0167753752321005,0.071400873363018,0.112371101975441,-0.0092217633500695,-0.0387067943811417,-0.131287544965744,-0.0327972508966923,0.0608205087482929,-0.0704541951417923,-0.0783976018428802,-0.0012342025293037,-0.0441242344677448,0.0787618830800056,-0.0234265848994255,0.0552497059106827,-0.0273027643561363,-0.0186662152409554,0.0697984993457794,0.110088996589184,-0.006536116823554,0.0416113771498203,-0.0434044413268566,-0.0498823150992393,0.103904440999031,-0.0047088107094168,-0.101798705756664,0.069223053753376,0.0488838702440262,0.0276082288473845,0.0413648970425129,0.0102870296686888"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.0808944553136826,-0.0601313859224319,-0.0131663316860795,0.0082308994606137,-0.0302084665745497,0.0344514921307564,0.0714141353964806,-0.0896051079034805,-0.0438835285604,-0.0172362457960844,0.0142935588955879,0.0390800796449184,0.0134086143225431,-0.111535087227821,-0.0319697335362434,0.011617012321949,-0.0367184840142727,0.0218339394778013,0.133177846670151,0.0654931217432022,-0.0534441359341145,-0.150883197784424,-0.0141527336090803,-0.0120763592422009,-0.075073167681694,-0.0239382907748222,0.117995217442513,0.0867357552051544,0.0600670017302036,-0.0404060445725918,0.0004236294189468,0.010935977101326,-0.0250509940087795,-0.0182299446314573,0.0453482381999493,-0.0156238963827491,-0.0177721176296473,-0.0040334155783057,0.0920349135994911,-0.0715200677514076,0.0471704192459583,0.0015498829307034,0.0622547939419746,-0.034395158290863,0.06327223777771,0.0573367364704609,-0.0988667979836464,0.0325163304805756,-0.0024006450548768,-0.0390245579183102,5.71504460822325e-05,-0.0738343521952629,0.0647261440753937,-0.0522236786782742,0.0353154577314854,-0.0651829019188881,-0.0681334137916565,-0.157390296459198,-0.0155921466648579,0.0906194150447845,0.0273969527333975,-0.0321881026029587,0.0088249379768967,0.0291948392987251,0.0449391342699528,0.103458441793919,0.0701024159789085,0.0919287279248238,-0.0276230964809656,0.0362855643033981,0.0120804458856583,-1.18157131510088e-05,-0.0540769845247269,-0.100332237780094,0.0113229062408209,-0.0117664067074656,-0.0101947793737054,0.0129477111622691,-0.0010057785548269,-0.0109130386263132,-0.0814393311738968,-0.0132010215893388,0.0561772733926773,0.0781784653663635,0.110614530742168,-0.0705005377531052,0.0323993265628815,-0.0994456708431244,0.0287396758794785,-0.0562971048057079,-0.0146402409300208,0.0585223957896233,-0.012102990411222,0.0256685353815556,0.055689487606287,-0.179636985063553,-0.109173893928528,0.0036051636561751,-0.0836643576622009,-0.0379671081900597"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0451524071395397,0.0615718737244606,-0.0009228984126821,0.0252931863069534,0.0746168121695518,-0.0340087600052357,-0.049854252487421,0.0302203148603439,0.0152299664914608,-0.11055264621973,0.0666546002030373,-0.0443695709109306,-0.0209025777876377,-0.0180659759789705,-0.0865407064557076,0.0083777029067277,-0.0193001162260771,-0.179921999573708,-0.0214717425405979,-0.215453118085861,0.0373302474617958,0.0136295640841126,0.0379558131098747,-0.0595349334180355,-0.0474006570875645,-0.072542816400528,0.0039201914332807,0.0691301226615906,0.0182941723614931,0.0949009954929352,-0.134998023509979,0.0305766835808754,-0.0544870384037495,-0.0478658229112625,0.061033520847559,-0.104640610516071,-0.0807642266154289,-0.0246288441121578,0.0448791570961475,0.0062117911875248,0.0639776661992073,0.0731862187385559,0.0525130294263363,0.148311391472816,-0.0896620526909828,-0.0675177127122879,0.0406992137432098,-0.0339980348944664,0.0735568404197693,0.0143856592476368,-0.0831287205219269,-0.0052849128842353,0.0258857887238264,-0.063511960208416,-0.0922775343060493,0.0205841232091188,-0.0343315489590168,-0.0279317516833544,0.0833879113197327,0.0274368617683649,-0.0192301049828529,-0.0036512133665382,0.0425588935613632,0.0317602977156639,0.0750394836068153,0.0141384173184633,0.0537359081208706,0.0690786242485046,-0.182241663336754,-0.120771065354347,-0.0557235069572926,-0.0576410219073296,-0.0265173744410276,-0.0049060494638979,-0.0588051974773407,0.133709400892258,-0.0113187041133642,-0.0055956179276108,-0.0772333443164825,-0.0432952158153057,-0.0165748242288828,0.098833441734314,-0.0301454607397318,0.0798126012086868,0.0693258196115494,-0.0496382042765617,0.0335102900862694,-0.0205767285078764,0.0365546345710754,-0.0620442591607571,-0.0383621528744698,0.0255612824112177,0.0431167781352997,0.0213089007884264,-0.0419435054063797,-0.0229692254215479,-0.0140315368771553,-0.0597290508449078,0.0092031527310609,-0.0086833722889423"
3717,Gone in 60 Seconds (2000),Action|Crime,"-0.0469582714140415,-0.0106581132858992,-0.124037608504295,-0.0043765818700194,-0.0864751115441322,-0.0155683616176248,-0.12767867743969,-0.0570379868149757,0.0110316472128034,-0.0893611386418343,-0.0764607936143875,0.100859507918358,0.0184744950383902,0.101786017417908,0.0677176862955093,-0.041635699570179,-0.0812802538275719,0.0037573550362139,0.0172317381948233,0.0304635856300592,0.0406699404120445,0.0423888824880123,0.0114839971065521,0.0198117289692163,-0.0302947480231524,0.0520582348108292,0.0370218753814697,0.180144533514977,0.0254632569849491,0.17527636885643,-0.0884354487061501,-0.115419864654541,0.0266277622431517,0.0426484197378159,0.114362098276615,0.0574901513755322,0.054030679166317,-0.109042815864086,0.112918719649315,-0.0452548824250698,0.0315910317003727,-0.0024341605603694,0.0343147777020931,-0.0427111089229584,0.116865009069443,0.0494843348860741,-0.102261915802956,-0.161585509777069,0.0061278422363102,-0.0851850062608719,-0.036660298705101,0.0098667722195386,-0.0270442143082619,-0.0892352610826492,-0.0160386934876442,-0.0845549553632736,0.0152341164648533,-0.151325330138206,-0.0011481163091957,0.0463077165186405,-0.102373734116554,0.0070578092709183,-0.0826727002859116,0.0734493285417557,-0.083495669066906,0.0036220168694853,0.0111383348703384,-0.022809224203229,-0.0559087842702866,-0.0340871401131153,-0.123612083494663,0.111559979617596,0.0498253740370274,-0.0191306155174971,-0.0644159093499184,-0.0258953757584095,-0.0556202344596386,-0.0433497913181782,0.297446250915527,0.0643583908677101,0.0243719145655632,-0.0651575103402138,0.0128087745979428,0.0289432667195797,0.0471687726676464,0.114285588264465,-0.0089912945404648,-0.179094031453133,-0.176275730133057,-0.0240052584558725,-0.125070333480835,0.0615055970847607,0.0713960751891136,0.0737831592559814,0.0250310711562634,-0.0939114093780518,0.182267844676971,-0.0389978848397732,-0.050896693021059,0.102492958307266"
3238,Eye of the Beholder (1999),Thriller,"-0.055399626493454,0.0654065608978271,-0.0690050572156906,0.0881066769361496,-0.0214632302522659,-0.0837028324604034,-0.110463671386242,0.0437808260321617,-0.022890979424119,-0.0199789628386497,-0.0500608906149864,-0.0098418034613132,0.102672532200813,0.0317363329231739,0.125376597046852,0.0295756384730339,0.0199609026312828,-0.0630870759487152,0.0880666673183441,-0.0863213539123535,0.0714306831359863,-0.0100665604695678,-0.104715138673782,0.067347563803196,-0.0267033334821463,0.0460770688951015,-0.0136024570092559,0.0443002767860889,0.0686542093753815,0.0162214450538158,-0.0185899455100298,-0.0452859215438366,-0.0386885814368725,-0.0533244051039219,-0.0219005942344666,0.0531487837433815,0.0860878303647041,0.0437212027609348,-0.136400833725929,-0.146380931138992,0.062202051281929,0.0227930266410112,0.0876492857933044,0.0104472460225224,-0.0311066582798958,-0.0528809204697609,-0.0626910105347633,-0.0499242544174194,0.05412283167243,0.133409470319748,0.0704971551895142,0.0952906012535095,0.0547631494700909,0.0328812673687935,0.0990434139966965,-0.0813412144780159,0.0195274595171213,-0.0089707523584365,0.0122657362371683,-0.128037333488464,-0.137407049536705,-0.0480042733252048,0.0266561321914196,-0.0036671902053058,-0.0859872251749039,-0.007793674711138,0.0005856156349182,0.0779278799891472,-0.0275368820875883,-0.0157518647611141,-0.0243005491793156,0.0605570934712887,-0.0619097501039505,-0.0301376264542341,-0.0369660146534443,-0.0314355976879597,0.0022285715676844,-0.116848289966583,-0.0320807248353958,0.0204850845038891,0.0394824221730232,0.0531213991343975,-0.0925394222140312,0.0420845523476601,0.0768575668334961,0.0416394248604774,0.144256502389908,0.0173384360969067,-0.146781966090202,-0.0196005776524544,0.0447162091732025,0.115312360227108,-0.0927382782101631,0.0696440115571022,0.0393829084932804,-0.0834467336535454,-0.0133057925850153,0.0448169596493244,-0.0547015853226185,0.0413482040166855"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.0934114307165146,-0.0022249985486269,-0.135728299617767,-0.0793220326304436,-0.0040750494226813,-0.0814559087157249,0.0407697260379791,0.0343217924237251,0.127314627170563,-0.170916929841042,0.0494477041065693,0.180500879883766,0.0838746428489685,0.0262866113334894,0.0283767301589251,-0.105889111757278,-0.109247878193855,0.0598721317946911,0.0134378476068377,-0.12134200334549,0.0640910416841507,-0.0425277538597584,0.0752391740679741,0.0537737049162388,0.030560489743948,-0.0173674784600735,0.0271162781864405,0.0219455603510141,0.0130031881853938,0.177772402763367,-0.103021420538425,-0.0876648426055908,0.0047465222887694,0.0810275003314018,0.096306212246418,-0.071820355951786,-0.0089644063264131,-0.0921366736292839,0.0386054962873459,0.0375653319060802,0.0703100934624672,0.137230560183525,0.0823297202587128,-0.0014336293097585,-0.0191234163939953,0.0609535798430443,-0.125932231545448,-0.0945164114236832,-0.0614392682909966,-0.104189723730087,-0.15549048781395,-0.0071244514547288,-0.061569582670927,-0.0717874988913536,0.0091005144640803,-0.0496026910841465,-0.0314631387591362,-0.0587729103863239,0.0775810107588768,0.0037900069728493,-0.015625448897481,0.146112620830536,0.0964136496186256,-0.0566747225821018,0.0630584806203842,-0.18131211400032,-0.0588422305881977,-0.082883358001709,-0.0259758029133081,0.110796868801117,0.0501830615103245,0.0041826050728559,-0.033525250852108,-0.0389701947569847,-0.0333551615476608,-0.115596368908882,-0.0856121778488159,0.0051119071431458,-0.0409654565155506,0.011075496673584,-0.112778201699257,-0.0166551005095243,0.0035429263953119,0.109458915889263,0.0040838005952537,-0.101663582026958,-0.0363178811967373,-0.0123766977339983,-0.0126356165856123,0.0861609727144241,-0.109290577471256,-0.0182673260569572,-0.0898259431123734,0.108631923794746,0.0063898316584527,-0.102542340755463,0.0613094158470631,-0.127834483981133,-0.0097477016970515,-0.0860830470919609"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.0158879365772009,0.0480463393032551,0.135743588209152,0.044277410954237,0.0412951894104481,-0.06631039083004,0.150366008281708,0.0996522828936577,0.0643974393606186,0.199217528104782,-0.0801029577851295,0.170842722058296,0.121880732476711,0.0479738414287567,0.108073487877846,-0.184635266661644,0.0345903299748898,0.0238363686949015,0.0872279480099678,0.0155148115009069,0.0915322974324226,0.0458250604569912,0.0291132256388664,-0.0098982993513345,0.0076663373038172,-0.151259303092957,-0.115623936057091,0.076712965965271,-0.003735848236829,0.125206246972084,-0.0375683978199959,-0.0334810726344585,0.0097074173390865,-0.0107538951560855,0.195912152528763,-0.108892448246479,0.0003479231963865,-0.0725603178143501,-0.0558548867702484,0.0413634702563286,-0.0422087647020817,-0.0555718168616295,-0.0320644378662109,-0.0506133772432804,-0.0264251977205276,0.108114264905453,0.251629382371902,-0.0902731791138649,0.113279290497303,-0.190399408340454,-0.153191193938255,0.157073274254799,-0.208972781896591,0.199509516358376,-0.0607275031507015,-0.0274149347096682,-0.105031229555607,0.129534468054771,-0.0383563861250877,0.0839799493551254,-0.0779985412955284,-0.137369498610497,-0.170956149697304,0.113379597663879,-0.123926736414433,-0.139596179127693,-0.0129531780257821,0.14061039686203,-0.109888762235641,-0.0035123771522194,-0.0284282620996237,0.0510408692061901,-0.0117501122877002,-0.0883432775735855,0.0357220806181431,-0.0680506527423859,0.0740624219179153,0.123115889728069,0.0946927592158318,0.0035942660178989,0.0495296195149422,0.0902122929692268,-0.173788592219353,-0.0572655200958252,0.308355391025543,0.230082020163536,-0.07937853038311,-0.187963172793388,-0.0380865707993507,-0.0960783138871193,0.164535507559776,0.0105155566707253,0.106615729629993,0.106845960021019,-0.028769176453352,0.0227588657289743,0.0755338817834854,-0.142298251390457,-0.0727108344435692,0.0861839428544044"
87413,Bernie (1996),Comedy|Drama,"0.0320477485656738,-0.0092280255630612,-0.0379365868866444,-0.114277891814709,0.0328628458082676,-0.12369892001152,-0.128067702054977,-0.0064206649549305,-0.0406637340784073,0.0163369122892618,0.0313089489936829,0.172495499253273,0.0223330091685057,-0.0900654345750809,-0.0254619307816029,0.077722080051899,-0.0142400320619345,-0.0488891489803791,-0.0543547533452511,-0.10836535692215,-0.011934844776988,0.0026797296013683,0.0459670871496201,-0.039161529392004,-0.0260806139558554,-0.0677034109830856,0.0294071286916733,0.0970641896128654,-0.0144441230222583,0.0644276216626167,0.0177280455827713,0.0160365644842386,-0.0172177404165268,-0.0574878938496113,0.0626873224973679,0.0187141764909029,0.0313396491110325,0.0120891369879246,-0.0545647032558918,0.0663380697369576,0.0431963056325912,-0.0008715192088857,0.0507826693356037,0.0091987941414117,-0.042231559753418,-0.0294114667922258,0.0372976139187813,0.0285040084272623,-0.0255522429943085,0.0083933658897876,0.032868143171072,-0.0297070425003767,-0.027057683095336,0.0261701531708241,-0.0536544881761074,-0.0248027164489031,-0.113354437053204,-0.108476489782333,0.0481913574039936,-0.0411330237984657,-0.0738727748394012,-0.0603086240589619,-0.0647414997220039,0.0450815856456757,-0.049505814909935,-0.0206587519496679,0.0074726869352161,0.0253519956022501,0.0125640816986561,-0.0358605198562145,0.0384954623878002,-0.0967640802264214,0.0525730550289154,0.125634923577309,-0.064684584736824,0.161621034145355,0.0496973171830177,-0.0236397162079811,-0.135376140475273,-0.0279650148004293,-0.0209250468760729,0.042316447943449,0.0086604999378323,0.0666815340518951,-0.0460861325263977,-0.0732804462313652,0.0480039454996586,0.070134162902832,-0.0374101623892784,-0.0082476455718278,0.128405526280403,0.0220037586987019,0.0519317649304867,0.0444229058921337,-0.0150851849466562,-0.0177044421434402,-0.056997325271368,-0.069394513964653,-0.0129939941689372,0.0202678013592958"
2640,Superman (1978),Action|Adventure|Sci-Fi,"0.174973502755165,-0.0049261874519288,-0.0208773296326399,-0.0993632301688194,-0.0668640285730362,0.0433167219161987,-0.0207983236759901,0.185161992907524,-0.0517042428255081,0.101855531334877,-0.0343549065291882,0.0461307391524315,-0.0476201996207237,-0.0310214906930923,0.0358130186796188,-0.0282538644969463,0.0730984583497047,0.112731911242008,0.0683112367987633,-0.140727624297142,-0.0520079359412193,-0.0358157455921173,-0.108073204755783,0.0258472226560116,-0.0187981016933918,-0.0484392084181309,-0.145580813288689,0.0634067207574844,-0.0724969878792763,-0.0822142735123634,0.03776466101408,-0.160486921668053,0.0834144502878189,0.0981364548206329,0.0004954366595484,-0.0494536012411118,-0.0725121051073074,0.0271212570369244,-0.0532503053545952,-0.0720081776380539,0.0636542439460754,0.0968350768089294,-0.0760119184851646,0.114393472671509,-0.0313572511076927,-0.0477257296442986,0.097252793610096,-0.0979683846235275,0.0280098747462034,-0.008407506160438,0.016801331192255,0.117150187492371,-0.0709429755806923,0.101904191076756,-0.0454053245484829,-0.0341835841536522,0.183372050523758,-0.0951645523309708,-0.0793960094451904,0.144634783267975,0.0960103198885918,-0.0644111335277557,-0.003593846457079,-0.0850973352789879,-0.0376053266227245,-0.0365810766816139,0.0432711690664291,0.001533952425234,0.0451614372432232,0.0609489679336548,-0.112954400479794,-0.0354890003800392,-0.0132123669609427,0.192527204751968,0.0840052142739296,-0.0178056955337524,-0.0076212491840124,0.0495485067367554,-0.109084017574787,0.0377519279718399,0.0414666682481766,-0.0002854089543689,0.0146066248416901,0.173352539539337,0.06740702688694,0.0620492696762085,0.16160075366497,-0.0944106131792068,-0.0079707158729434,0.0597179941833019,-0.135581433773041,-0.009169322438538,0.0433174297213554,-0.0515729710459709,-0.0236942525953054,0.0111261522397399,0.0102193411439657,-0.0630632191896439,-0.124513998627663,-0.0044534266926348"
237,Forget Paris (1995),Comedy|Romance,"-0.017756225541234,0.078639954328537,-0.0362570956349373,0.0500936433672905,0.05775161460042,-0.101132847368717,-0.0400607138872147,-0.0219487268477678,-0.038140494376421,0.013861914165318,0.0218620020896196,-0.0593681707978249,0.116987645626068,-0.0250655673444271,-0.101032331585884,0.011490598320961,-0.0971031934022903,0.0117935566231608,-0.0797212943434715,-0.0368707738816738,0.0392805002629757,0.0980378016829491,0.0330247133970261,-0.0584272742271423,-0.0297904219478369,0.0447910465300083,-0.0984427109360695,0.0527733527123928,0.0217416118830442,-0.115517795085907,-0.12640954554081,-0.0450142920017242,0.125524133443832,0.0333119668066502,0.0637568905949593,0.0089975353330373,-0.136660978198051,0.10399591177702,0.121970564126968,-0.0587002523243427,0.0082220137119293,-0.0284073948860168,-0.13731124997139,0.0410918220877647,-0.0750758126378059,0.0164001304656267,-0.0205881968140602,-0.0394531227648258,0.0375910550355911,-0.106983937323093,-0.0651048198342323,0.0137153612449765,0.0388651080429554,-0.0302448440343142,-0.0443206429481506,-0.0790242105722427,0.0026129293255507,0.0154661107808352,0.103898927569389,0.0674261599779129,0.0065344334580004,-0.0018520015291869,-0.0830479115247726,-0.0441083237528801,-0.0609442815184593,-0.0132114319130778,0.015048892237246,0.0314185172319412,-0.0016889331163838,-0.0916104018688202,0.0215998664498329,-0.0401068292558193,0.0131774675101042,-0.0588032640516758,-0.0109641877934337,-0.0028709212783724,-0.0343119613826275,-0.0593868903815746,-0.0699396207928658,0.0108701391145587,0.0302724782377481,-0.114001132547855,0.0877206847071648,-0.0023091027978807,-0.0335590355098248,-0.0066849682480096,-0.0870567932724953,0.0181819163262844,-0.0024783485569059,0.0318199656903744,-0.0537700392305851,0.0504582673311234,0.0504771694540977,-0.0314491540193558,0.0197207983583212,0.0345570035278797,0.005954289343208,-0.0186128206551075,0.0177650712430477,0.043071836233139"
