itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"0.0575751103460789,0.0358517616987228,-0.0624130554497242,0.0450362451374531,-0.0114643396809697,-0.056117806583643,0.0403050184249878,0.0001601504191057,-0.0134929055348039,0.0054231262765824,-0.0013289509806782,-0.0084991650655865,0.0277040563523769,-0.0171193536370993,-0.0438619330525398,0.105948761105537,-0.0676496997475624,0.0556075796484947,0.025438629090786,0.0076810983009636"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"0.0137652764096856,-0.108050897717476,0.0280918218195438,0.0545487329363823,-0.0030258612241596,-0.0455151423811913,0.142330318689346,0.0262616630643606,0.0102190207690001,-0.0538627654314041,0.0704770311713219,-0.0053482581861317,-0.0277700554579496,0.0760208442807198,-0.0038086411077529,-0.0053604748100042,-0.0220929216593504,0.0987019017338753,0.056437898427248,-0.0509413070976734"
84152,Limitless (2011),Sci-Fi|Thriller,"0.0335720106959343,0.0603620409965515,0.0104065081104636,0.0655796453356743,-0.0837694406509399,-0.119696639478207,-0.0177156124264002,0.0944234877824783,0.0438005812466145,-0.0484155043959618,0.019346920773387,-0.100263983011246,0.0233577284961939,-0.0236798450350761,0.0294686909765005,0.0564814135432243,-0.0775464400649071,0.0376975797116756,-0.0395590700209141,0.0322239212691784"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.0061774561181664,-0.0474522188305855,0.0820252671837807,-0.0651693940162659,0.0786803141236305,0.0233203638345003,0.248412847518921,0.150759309530258,-0.0230535548180342,0.0258815344423056,0.0708122402429581,-0.0317339785397053,-0.188587516546249,-0.0971519500017166,0.0557368211448193,0.0204538907855749,0.126722574234009,0.124390088021755,-0.0236821714788675,-0.231223449110985"
3238,Eye of the Beholder (1999),Thriller,"0.0390467420220375,0.0002204273332608,0.0847590044140816,0.051485612988472,-0.0071310033090412,-0.0151147283613682,0.057536918669939,0.0768641531467438,0.0652181729674339,-0.0690073594450951,0.0617432408034801,-0.0606604442000389,0.0068303002044558,-0.0168082006275654,-0.0422570668160915,0.0408462658524513,-0.0463074930012226,-0.0563533380627632,-0.0073754149489104,-0.0070036482065916"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"0.110667340457439,-0.0116333309561014,-0.0363297909498215,0.0386530049145222,-0.0112556926906109,-0.0418608784675598,0.167972505092621,-0.0478872619569302,0.0877246335148811,0.008619955740869,-0.0171639267355204,0.0639660358428955,0.0364519879221916,-0.0161084029823542,-0.0338545963168144,-0.0233407206833363,-0.0912172868847847,0.0865283980965614,0.0514528639614582,-0.170048117637634"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"-0.187216818332672,0.0006763220299035,0.130732253193855,0.16361977159977,0.171108856797218,0.0376378186047077,-0.0294009726494551,0.0236023273319006,0.190278470516205,0.0221671033650637,-0.0074870348908007,-0.0381120890378952,-0.076484315097332,0.0277698673307896,0.0141473133116961,-0.11243399977684,-0.0222700443118811,0.175818249583244,-0.0763792544603348,0.0023951844777911"
87413,Bernie (1996),Comedy|Drama,"0.0728064700961113,0.0445456393063068,-0.0671024098992348,0.0557124987244606,-0.0647354573011398,-0.0396284535527229,0.0224772598594427,0.0216591823846102,0.0389705523848534,-0.0089740082621574,0.041006788611412,-0.021143214777112,0.0160837080329657,0.0108670415356755,-0.0273293796926737,0.0275781378149986,-0.0883642733097076,-0.0194515362381935,0.0770502611994743,0.0576685890555382"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.103251874446869,-0.0469363145530224,0.104498103260994,-0.0141273019835353,-0.0914053171873093,0.107853427529335,-0.0764747783541679,-0.056193295866251,-0.0676571354269981,-0.0654874444007874,0.0121697764843702,0.0017435655463486,0.114861451089382,0.124420240521431,-0.0059524867683649,0.0096062552183866,0.0049419645220041,-0.0149912592023611,-0.0397927276790142,-0.0234137028455734"
237,Forget Paris (1995),Comedy|Romance,"0.0239283796399832,0.0699638873338699,-0.0378905571997166,0.0260217301547527,0.0120618268847466,-0.0506824553012848,0.0452427193522453,-0.0715526640415192,0.0473329126834869,-0.0491728521883488,0.111471422016621,-0.0319238640367985,-0.0609993375837803,-0.006729572545737,-0.0666475743055344,0.0483767800033092,0.0450688451528549,0.0294314865022898,0.034906592220068,-0.0851452946662903"
