itemId,title,genres,embedding
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"-0.004311288241297,-0.0049775708466768,-0.0020335346926003,-0.000836112012621,-0.0021021792199462,-0.0056080971844494,-0.0047682775184512,-0.0032767844386398,0.0089925033971667,-0.0009229113929905"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"-0.0001272900990443,0.0017639584839344,-0.005166798364371,0.0095551591366529,0.0015715744812041,-0.0038602072745561,-0.0073033631779253,0.0059447595849633,0.0079884845763444,-0.0161141641438007"
84152,Limitless (2011),Sci-Fi|Thriller,"-0.0051645818166434,-0.0148159665986896,-0.010860470123589,-0.0083948038518428,-0.0006329722818918,-0.0110944686457515,0.0036753388121724,-0.0014930514153093,0.0032535393256694,0.0020280422177165"
3717,Gone in 60 Seconds (2000),Action|Crime,"0.0030037080869078,0.0096161030232906,-0.0003089033125434,-0.0033135791309177,0.0107763512060046,-0.023492643609643,0.0047367489896714,0.0302761141210794,0.0001058370980899,-0.020037604495883"
3238,Eye of the Beholder (1999),Thriller,"-0.009911804459989,-0.0047169011086225,-0.0007250350899994,-0.001450911629945,0.0032422493677586,-0.0071735554374754,-0.0008177647250704,0.0005193389952182,0.0027480502612888,-0.0059755616821348"
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"-0.006105373147875,0.0020330706611275,-0.004818667192012,0.0022002963814884,-0.0084825651720166,-0.0030693456064909,0.002634136006236,0.0047020274214446,0.0231347177177668,-0.0189622025936842"
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"0.0044397311285138,0.0074199340306222,-0.0183460395783186,-0.0071921651251614,-0.0200883764773607,-0.0010681881103664,0.0070117698051035,-0.0023915381170809,-0.0153080336749554,-0.0097422301769256"
87413,Bernie (1996),Comedy|Drama,"-0.0045922398567199,-0.005252992734313,-8.4049221186433e-05,0.0072765462100505,-0.0035501306410878,-0.0030061153229326,-0.0023262302856892,-0.0067261257208883,0.0097397211939096,0.003056037472561"
2640,Superman (1978),Action|Adventure|Sci-Fi,"-0.0026294412091374,-0.0061835250817239,0.0004272943770047,0.008085330016911,0.0088502233847975,0.0148946493864059,-0.0121412016451359,-0.0086925979703664,-0.0154610369354486,-0.0042941593565046"
237,Forget Paris (1995),Comedy|Romance,"-0.013851479627192,0.0071083554066717,-0.0008185660699382,0.0027309646829962,0.0041754078119993,-0.0007932553999125,-0.0053445966914296,0.0021683750674128,-0.0006040563457645,-0.0105434125289321"
